Freq.	V(out)
1.03752841581785e+005	(2.06086731334824e+001dB,1.78580650105596e+002°)
1.03992016582889e+005	(2.06086541668659e+001dB,1.78575489246425e+002°)
1.04231742939314e+005	(2.06086350998219e+001dB,1.78570320860522e+002°)
1.04472021922063e+005	(2.06086159319479e+001dB,1.78565144920730e+002°)
1.04712854805073e+005	(2.06085966628385e+001dB,1.78559961399769e+002°)
1.04954242865215e+005	(2.06085772920867e+001dB,1.78554770270386e+002°)
1.05196187382305e+005	(2.06085578192827e+001dB,1.78549571505202e+002°)
1.05438689639109e+005	(2.06085382440150e+001dB,1.78544365076852e+002°)
1.05681750921349e+005	(2.06085185658698e+001dB,1.78539150957920e+002°)
1.05925372517712e+005	(2.06084987844313e+001dB,1.78533929121000e+002°)
1.06169555719855e+005	(2.06084788992815e+001dB,1.78528699538566e+002°)
1.06414301822414e+005	(2.06084589099998e+001dB,1.78523462183085e+002°)
1.06659612123009e+005	(2.06084388161638e+001dB,1.78518217026991e+002°)
1.06905487922248e+005	(2.06084186173491e+001dB,1.78512964042713e+002°)
1.07151930523743e+005	(2.06083983131285e+001dB,1.78507703202527e+002°)
1.07398941234107e+005	(2.06083779030729e+001dB,1.78502434478780e+002°)
1.07646521362966e+005	(2.06083573867510e+001dB,1.78497157843755e+002°)
1.07894672222965e+005	(2.06083367637292e+001dB,1.78491873269641e+002°)
1.08143395129776e+005	(2.06083160335716e+001dB,1.78486580728666e+002°)
1.08392691402103e+005	(2.06082951958403e+001dB,1.78481280192982e+002°)
1.08642562361689e+005	(2.06082742500949e+001dB,1.78475971634674e+002°)
1.08893009333326e+005	(2.06082531958926e+001dB,1.78470655025796e+002°)
1.09144033644858e+005	(2.06082320327883e+001dB,1.78465330338379e+002°)
1.09395636627192e+005	(2.06082107603353e+001dB,1.78459997544423e+002°)
1.09647819614301e+005	(2.06081893780837e+001dB,1.78454656615862e+002°)
1.09900583943234e+005	(2.06081678855816e+001dB,1.78449307524552e+002°)
1.10153930954124e+005	(2.06081462823751e+001dB,1.78443950242419e+002°)
1.10407861990189e+005	(2.06081245680075e+001dB,1.78438584741234e+002°)
1.10662378397749e+005	(2.06081027420201e+001dB,1.78433210992780e+002°)
1.10917481526222e+005	(2.06080808039515e+001dB,1.78427828968761e+002°)
1.11173172728141e+005	(2.06080587533385e+001dB,1.78422438640935e+002°)
1.11429453359155e+005	(2.06080365897148e+001dB,1.78417039980877e+002°)
1.11686324778038e+005	(2.06080143126124e+001dB,1.78411632960247e+002°)
1.11943788346697e+005	(2.06079919215605e+001dB,1.78406217550567e+002°)
1.12201845430178e+005	(2.06079694160859e+001dB,1.78400793723367e+002°)
1.12460497396674e+005	(2.06079467957131e+001dB,1.78395361450084e+002°)
1.12719745617533e+005	(2.06079240599643e+001dB,1.78389920702212e+002°)
1.12979591467261e+005	(2.06079012083590e+001dB,1.78384471451089e+002°)
1.13240036323537e+005	(2.06078782404147e+001dB,1.78379013668122e+002°)
1.13501081567213e+005	(2.06078551556458e+001dB,1.78373547324537e+002°)
1.13762728582324e+005	(2.06078319535649e+001dB,1.78368072391628e+002°)
1.14024978756098e+005	(2.06078086336815e+001dB,1.78362588840596e+002°)
1.14287833478958e+005	(2.06077851955032e+001dB,1.78357096642635e+002°)
1.14551294144535e+005	(2.06077616385347e+001dB,1.78351595768848e+002°)
1.14815362149669e+005	(2.06077379622783e+001dB,1.78346086190286e+002°)
1.15080038894425e+005	(2.06077141662342e+001dB,1.78340567878055e+002°)
1.15345325782090e+005	(2.06076902498993e+001dB,1.78335040803094e+002°)
1.15611224219191e+005	(2.06076662127686e+001dB,1.78329504936365e+002°)
1.15877735615494e+005	(2.06076420543343e+001dB,1.78323960248766e+002°)
1.16144861384015e+005	(2.06076177740861e+001dB,1.78318406711175e+002°)
1.16412602941030e+005	(2.06075933715111e+001dB,1.78312844294362e+002°)
1.16680961706077e+005	(2.06075688460937e+001dB,1.78307272969106e+002°)
1.16949939101968e+005	(2.06075441973161e+001dB,1.78301692706150e+002°)
1.17219536554794e+005	(2.06075194246575e+001dB,1.78296103476146e+002°)
1.17489755493934e+005	(2.06074945275949e+001dB,1.78290505249737e+002°)
1.17760597352061e+005	(2.06074695056021e+001dB,1.78284897997505e+002°)
1.18032063565154e+005	(2.06074443581509e+001dB,1.78279281689979e+002°)
1.18304155572497e+005	(2.06074190847098e+001dB,1.78273656297626e+002°)
1.18576874816696e+005	(2.06073936847455e+001dB,1.78268021790951e+002°)
1.18850222743682e+005	(2.06073681577211e+001dB,1.78262378140291e+002°)
1.19124200802718e+005	(2.06073425030977e+001dB,1.78256725316037e+002°)
1.19398810446408e+005	(2.06073167203336e+001dB,1.78251063288486e+002°)
1.19674053130705e+005	(2.06072908088841e+001dB,1.78245392027883e+002°)
1.19949930314918e+005	(2.06072647682020e+001dB,1.78239711504442e+002°)
1.20226443461721e+005	(2.06072385977374e+001dB,1.78234021688324e+002°)
1.20503594037160e+005	(2.06072122969379e+001dB,1.78228322549670e+002°)
1.20781383510658e+005	(2.06071858652476e+001dB,1.78222614058500e+002°)
1.21059813355028e+005	(2.06071593021087e+001dB,1.78216896184898e+002°)
1.21338885046478e+005	(2.06071326069601e+001dB,1.78211168898769e+002°)
1.21618600064617e+005	(2.06071057792385e+001dB,1.78205432170113e+002°)
1.21898959892467e+005	(2.06070788183767e+001dB,1.78199685968720e+002°)
1.22179966016467e+005	(2.06070517238060e+001dB,1.78193930264491e+002°)
1.22461619926485e+005	(2.06070244949539e+001dB,1.78188165027158e+002°)
1.22743923115820e+005	(2.06069971312459e+001dB,1.78182390226495e+002°)
1.23026877081218e+005	(2.06069696321038e+001dB,1.78176605832149e+002°)
1.23310483322871e+005	(2.06069419969474e+001dB,1.78170811813777e+002°)
1.23594743344431e+005	(2.06069142251929e+001dB,1.78165008140956e+002°)
1.23879658653016e+005	(2.06068863162540e+001dB,1.78159194783216e+002°)
1.24165230759221e+005	(2.06068582695417e+001dB,1.78153371710061e+002°)
1.24451461177118e+005	(2.06068300844635e+001dB,1.78147538890891e+002°)
1.24738351424274e+005	(2.06068017604248e+001dB,1.78141696295157e+002°)
1.25025903021751e+005	(2.06067732968273e+001dB,1.78135843892141e+002°)
1.25314117494121e+005	(2.06067446930702e+001dB,1.78129981651136e+002°)
1.25602996369467e+005	(2.06067159485498e+001dB,1.78124109541428e+002°)
1.25892541179396e+005	(2.06066870626590e+001dB,1.78118227532149e+002°)
1.26182753459046e+005	(2.06066580347884e+001dB,1.78112335592487e+002°)
1.26473634747094e+005	(2.06066288643249e+001dB,1.78106433691487e+002°)
1.26765186585764e+005	(2.06065995506528e+001dB,1.78100521798192e+002°)
1.27057410520833e+005	(2.06065700931538e+001dB,1.78094599881636e+002°)
1.27350308101645e+005	(2.06065404912053e+001dB,1.78088667910672e+002°)
1.27643880881113e+005	(2.06065107441832e+001dB,1.78082725854266e+002°)
1.27938130415731e+005	(2.06064808514590e+001dB,1.78076773681167e+002°)
1.28233058265581e+005	(2.06064508124025e+001dB,1.78070811360258e+002°)
1.28528665994340e+005	(2.06064206263790e+001dB,1.78064838860187e+002°)
1.28824955169292e+005	(2.06063902927518e+001dB,1.78058856149675e+002°)
1.29121927361332e+005	(2.06063598108805e+001dB,1.78052863197318e+002°)
1.29419584144977e+005	(2.06063291801220e+001dB,1.78046859971734e+002°)
1.29717927098374e+005	(2.06062983998296e+001dB,1.78040846441402e+002°)
1.30016957803307e+005	(2.06062674693539e+001dB,1.78034822574829e+002°)
1.30316677845208e+005	(2.06062363880420e+001dB,1.78028788340391e+002°)
1.30617088813162e+005	(2.06062051552381e+001dB,1.78022743706493e+002°)
1.30918192299919e+005	(2.06061737702831e+001dB,1.78016688641442e+002°)
1.31219989901898e+005	(2.06061422325145e+001dB,1.78010623113453e+002°)
1.31522483219202e+005	(2.06061105412671e+001dB,1.78004547090808e+002°)
1.31825673855619e+005	(2.06060786958721e+001dB,1.77998460541604e+002°)
1.32129563418635e+005	(2.06060466956575e+001dB,1.77992363433978e+002°)
1.32434153519444e+005	(2.06060145399479e+001dB,1.77986255735943e+002°)
1.32739445772952e+005	(2.06059822280650e+001dB,1.77980137415519e+002°)
1.33045441797787e+005	(2.06059497593271e+001dB,1.77974008440633e+002°)
1.33352143216310e+005	(2.06059171330490e+001dB,1.77967868779176e+002°)
1.33659551654622e+005	(2.06058843485425e+001dB,1.77961718398988e+002°)
1.33967668742571e+005	(2.06058514051157e+001dB,1.77955557267829e+002°)
1.34276496113764e+005	(2.06058183020736e+001dB,1.77949385353424e+002°)
1.34586035405572e+005	(2.06057850387180e+001dB,1.77943202623463e+002°)
1.34896288259143e+005	(2.06057516143469e+001dB,1.77937009045524e+002°)
1.35207256319405e+005	(2.06057180282557e+001dB,1.77930804587241e+002°)
1.35518941235081e+005	(2.06056842797351e+001dB,1.77924589216018e+002°)
1.35831344658693e+005	(2.06056503680738e+001dB,1.77918362899372e+002°)
1.36144468246572e+005	(2.06056162925560e+001dB,1.77912125604651e+002°)
1.36458313658870e+005	(2.06055820524634e+001dB,1.77905877299256e+002°)
1.36772882559562e+005	(2.06055476470735e+001dB,1.77899617950450e+002°)
1.37088176616462e+005	(2.06055130756604e+001dB,1.77893347525415e+002°)
1.37404197501228e+005	(2.06054783374951e+001dB,1.77887065991370e+002°)
1.37720946889371e+005	(2.06054434318449e+001dB,1.77880773315411e+002°)
1.38038426460265e+005	(2.06054083579736e+001dB,1.77874469464598e+002°)
1.38356637897155e+005	(2.06053731151412e+001dB,1.77868154405926e+002°)
1.38675582887165e+005	(2.06053377026049e+001dB,1.77861828106385e+002°)
1.38995263121312e+005	(2.06053021196172e+001dB,1.77855490532792e+002°)
1.39315680294507e+005	(2.06052663654283e+001dB,1.77849141652051e+002°)
1.39636836105570e+005	(2.06052304392839e+001dB,1.77842781430910e+002°)
1.39958732257238e+005	(2.06051943404262e+001dB,1.77836409836067e+002°)
1.40281370456172e+005	(2.06051580680942e+001dB,1.77830026834214e+002°)
1.40604752412968e+005	(2.06051216215230e+001dB,1.77823632391946e+002°)
1.40928879842164e+005	(2.06050849999438e+001dB,1.77817226475780e+002°)
1.41253754462252e+005	(2.06050482025848e+001dB,1.77810809052272e+002°)
1.41579377995684e+005	(2.06050112286698e+001dB,1.77804380087808e+002°)
1.41905752168885e+005	(2.06049740774191e+001dB,1.77797939548721e+002°)
1.42232878712258e+005	(2.06049367480496e+001dB,1.77791487401415e+002°)
1.42560759360195e+005	(2.06048992397743e+001dB,1.77785023612096e+002°)
1.42889395851086e+005	(2.06048615518023e+001dB,1.77778548146976e+002°)
1.43218789927330e+005	(2.06048236833385e+001dB,1.77772060972143e+002°)
1.43548943335341e+005	(2.06047856335856e+001dB,1.77765562053785e+002°)
1.43879857825560e+005	(2.06047474017405e+001dB,1.77759051357813e+002°)
1.44211535152462e+005	(2.06047089869976e+001dB,1.77752528850239e+002°)
1.44543977074568e+005	(2.06046703885470e+001dB,1.77745994496965e+002°)
1.44877185354452e+005	(2.06046316055751e+001dB,1.77739448263825e+002°)
1.45211161758750e+005	(2.06045926372644e+001dB,1.77732890116620e+002°)
1.45545908058172e+005	(2.06045534827935e+001dB,1.77726320021084e+002°)
1.45881426027510e+005	(2.06045141413367e+001dB,1.77719737942827e+002°)
1.46217717445647e+005	(2.06044746120651e+001dB,1.77713143847468e+002°)
1.46554784095566e+005	(2.06044348941457e+001dB,1.77706537700619e+002°)
1.46892627764362e+005	(2.06043949867408e+001dB,1.77699919467664e+002°)
1.47231250243247e+005	(2.06043548890098e+001dB,1.77693289114100e+002°)
1.47570653327564e+005	(2.06043146001077e+001dB,1.77686646605284e+002°)
1.47910838816796e+005	(2.06042741191848e+001dB,1.77679991906463e+002°)
1.48251808514570e+005	(2.06042334453882e+001dB,1.77673324982891e+002°)
1.48593564228675e+005	(2.06041925778611e+001dB,1.77666645799791e+002°)
1.48936107771066e+005	(2.06041515157420e+001dB,1.77659954322256e+002°)
1.49279440957874e+005	(2.06041102581656e+001dB,1.77653250515333e+002°)
1.49623565609418e+005	(2.06040688042626e+001dB,1.77646534344014e+002°)
1.49968483550212e+005	(2.06040271531594e+001dB,1.77639805773244e+002°)
1.50314196608977e+005	(2.06039853039784e+001dB,1.77633064767886e+002°)
1.50660706618649e+005	(2.06039432558380e+001dB,1.77626311292768e+002°)
1.51008015416389e+005	(2.06039010078518e+001dB,1.77619545312578e+002°)
1.51356124843595e+005	(2.06038585591302e+001dB,1.77612766792072e+002°)
1.51705036745908e+005	(2.06038159087786e+001dB,1.77605975695822e+002°)
1.52054752973224e+005	(2.06037730558986e+001dB,1.77599171988440e+002°)
1.52405275379703e+005	(2.06037299995870e+001dB,1.77592355634321e+002°)
1.52756605823781e+005	(2.06036867389372e+001dB,1.77585526597976e+002°)
1.53108746168177e+005	(2.06036432730379e+001dB,1.77578684843789e+002°)
1.53461698279903e+005	(2.06035996009727e+001dB,1.77571830335961e+002°)
1.53815464030277e+005	(2.06035557218229e+001dB,1.77564963038880e+002°)
1.54170045294930e+005	(2.06035116346630e+001dB,1.77558082916572e+002°)
1.54525443953815e+005	(2.06034673385651e+001dB,1.77551189933263e+002°)
1.54881661891222e+005	(2.06034228325960e+001dB,1.77544284052952e+002°)
1.55238700995782e+005	(2.06033781158185e+001dB,1.77537365239631e+002°)
1.55596563160481e+005	(2.06033331872905e+001dB,1.77530433457229e+002°)
1.55955250282669e+005	(2.06032880460659e+001dB,1.77523488669608e+002°)
1.56314764264069e+005	(2.06032426911938e+001dB,1.77516530840503e+002°)
1.56675107010788e+005	(2.06031971217195e+001dB,1.77509559933721e+002°)
1.57036280433328e+005	(2.06031513366829e+001dB,1.77502575912855e+002°)
1.57398286446595e+005	(2.06031053351201e+001dB,1.77495578741548e+002°)
1.57761126969908e+005	(2.06030591160622e+001dB,1.77488568383291e+002°)
1.58124803927011e+005	(2.06030126785364e+001dB,1.77481544801600e+002°)
1.58489319246084e+005	(2.06029660215644e+001dB,1.77474507959820e+002°)
1.58854674859751e+005	(2.06029191441644e+001dB,1.77467457821364e+002°)
1.59220872705090e+005	(2.06028720453485e+001dB,1.77460394349358e+002°)
1.59587914723646e+005	(2.06028247241261e+001dB,1.77453317507160e+002°)
1.59955802861439e+005	(2.06027771795000e+001dB,1.77446227257780e+002°)
1.60324539068977e+005	(2.06027294104696e+001dB,1.77439123564324e+002°)
1.60694125301260e+005	(2.06026814160297e+001dB,1.77432006389853e+002°)
1.61064563517799e+005	(2.06026331951696e+001dB,1.77424875697253e+002°)
1.61435855682621e+005	(2.06025847468741e+001dB,1.77417731449392e+002°)
1.61808003764279e+005	(2.06025360701234e+001dB,1.77410573609059e+002°)
1.62181009735865e+005	(2.06024871638928e+001dB,1.77403402138961e+002°)
1.62554875575020e+005	(2.06024380271530e+001dB,1.77396217001815e+002°)
1.62929603263944e+005	(2.06023886588702e+001dB,1.77389018160228e+002°)
1.63305194789405e+005	(2.06023390580047e+001dB,1.77381805576696e+002°)
1.63681652142753e+005	(2.06022892235130e+001dB,1.77374579213698e+002°)
1.64058977319926e+005	(2.06022391543460e+001dB,1.77367339033599e+002°)
1.64437172321465e+005	(2.06021888494499e+001dB,1.77360084998716e+002°)
1.64816239152522e+005	(2.06021383077663e+001dB,1.77352817071316e+002°)
1.65196179822873e+005	(2.06020875282318e+001dB,1.77345535213644e+002°)
1.65576996346924e+005	(2.06020365097778e+001dB,1.77338239387778e+002°)
1.65958690743727e+005	(2.06019852513304e+001dB,1.77330929555743e+002°)
1.66341265036988e+005	(2.06019337518112e+001dB,1.77323605679516e+002°)
1.66724721255077e+005	(2.06018820101366e+001dB,1.77316267721022e+002°)
1.67109061431042e+005	(2.06018300252185e+001dB,1.77308915642169e+002°)
1.67494287602615e+005	(2.06017777959623e+001dB,1.77301549404601e+002°)
1.67880401812227e+005	(2.06017253212699e+001dB,1.77294168970126e+002°)
1.68267406107018e+005	(2.06016726000372e+001dB,1.77286774300349e+002°)
1.68655302538845e+005	(2.06016196311544e+001dB,1.77279365356738e+002°)
1.69044093164297e+005	(2.06015664135083e+001dB,1.77271942100917e+002°)
1.69433780044704e+005	(2.06015129459790e+001dB,1.77264504494253e+002°)
1.69824365246145e+005	(2.06014592274421e+001dB,1.77257052498123e+002°)
1.70215850839466e+005	(2.06014052567668e+001dB,1.77249586073704e+002°)
1.70608238900283e+005	(2.06013510328189e+001dB,1.77242105182303e+002°)
1.71001531508999e+005	(2.06012965544581e+001dB,1.77234609785085e+002°)
1.71395730750813e+005	(2.06012418205373e+001dB,1.77227099842958e+002°)
1.71790838715729e+005	(2.06011868299066e+001dB,1.77219575317051e+002°)
1.72186857498571e+005	(2.06011315814094e+001dB,1.77212036168259e+002°)
1.72583789198990e+005	(2.06010760738835e+001dB,1.77204482357401e+002°)
1.72981635921480e+005	(2.06010203061625e+001dB,1.77196913845334e+002°)
1.73380399775384e+005	(2.06009642770725e+001dB,1.77189330592627e+002°)
1.73780082874907e+005	(2.06009079854365e+001dB,1.77181732560038e+002°)
1.74180687339131e+005	(2.06008514300702e+001dB,1.77174119708037e+002°)
1.74582215292020e+005	(2.06007946097854e+001dB,1.77166491997222e+002°)
1.74984668862435e+005	(2.06007375233862e+001dB,1.77158849387843e+002°)
1.75388050184146e+005	(2.06006801696737e+001dB,1.77151191840399e+002°)
1.75792361395839e+005	(2.06006225474415e+001dB,1.77143519315071e+002°)
1.76197604641132e+005	(2.06005646554781e+001dB,1.77135831772020e+002°)
1.76603782068586e+005	(2.06005064925679e+001dB,1.77128129171536e+002°)
1.77010895831711e+005	(2.06004480574868e+001dB,1.77120411473502e+002°)
1.77418948088986e+005	(2.06003893490071e+001dB,1.77112678637929e+002°)
1.77827941003861e+005	(2.06003303658948e+001dB,1.77104930624720e+002°)
1.78237876744778e+005	(2.06002711069105e+001dB,1.77097167393728e+002°)
1.78648757485174e+005	(2.06002115708090e+001dB,1.77089388904726e+002°)
1.79060585403498e+005	(2.06001517563379e+001dB,1.77081595117260e+002°)
1.79473362683221e+005	(2.06000916622418e+001dB,1.77073785991093e+002°)
1.79887091512847e+005	(2.06000312872567e+001dB,1.77065961485641e+002°)
1.80301774085925e+005	(2.05999706301145e+001dB,1.77058121560391e+002°)
1.80717412601061e+005	(2.05999096895402e+001dB,1.77050266174689e+002°)
1.81134009261929e+005	(2.05998484642543e+001dB,1.77042395287922e+002°)
1.81551566277282e+005	(2.05997869529695e+001dB,1.77034508859219e+002°)
1.81970085860967e+005	(2.05997251543939e+001dB,1.77026606847780e+002°)
1.82389570231932e+005	(2.05996630672292e+001dB,1.77018689212663e+002°)
1.82810021614242e+005	(2.05996006901709e+001dB,1.77010755912850e+002°)
1.83231442237089e+005	(2.05995380219087e+001dB,1.77002806907271e+002°)
1.83653834334803e+005	(2.05994750611267e+001dB,1.76994842154810e+002°)
1.84077200146863e+005	(2.05994118065014e+001dB,1.76986861614120e+002°)
1.84501541917915e+005	(2.05993482567054e+001dB,1.76978865244044e+002°)
1.84926861897775e+005	(2.05992844104028e+001dB,1.76970853003049e+002°)
1.85353162341449e+005	(2.05992202662534e+001dB,1.76962824849760e+002°)
1.85780445509137e+005	(2.05991558229099e+001dB,1.76954780742604e+002°)
1.86208713666254e+005	(2.05990910790192e+001dB,1.76946720639989e+002°)
1.86637969083434e+005	(2.05990260332217e+001dB,1.76938644500216e+002°)
1.87068214036547e+005	(2.05989606841514e+001dB,1.76930552281503e+002°)
1.87499450806709e+005	(2.05988950304357e+001dB,1.76922443941934e+002°)
1.87931681680294e+005	(2.05988290706969e+001dB,1.76914319439661e+002°)
1.88364908948947e+005	(2.05987628035492e+001dB,1.76906178732607e+002°)
1.88799134909596e+005	(2.05986962276031e+001dB,1.76898021778828e+002°)
1.89234361864464e+005	(2.05986293414587e+001dB,1.76889848535941e+002°)
1.89670592121081e+005	(2.05985621437130e+001dB,1.76881658961814e+002°)
1.90107827992297e+005	(2.05984946329561e+001dB,1.76873453014204e+002°)
1.90546071796291e+005	(2.05984268077693e+001dB,1.76865230650524e+002°)
1.90985325856590e+005	(2.05983586667302e+001dB,1.76856991828435e+002°)
1.91425592502075e+005	(2.05982902084080e+001dB,1.76848736505281e+002°)
1.91866874066995e+005	(2.05982214313667e+001dB,1.76840464638535e+002°)
1.92309172890982e+005	(2.05981523341617e+001dB,1.76832176185327e+002°)
1.92752491319060e+005	(2.05980829153440e+001dB,1.76823871102972e+002°)
1.93196831701658e+005	(2.05980131734560e+001dB,1.76815549348501e+002°)
1.93642196394627e+005	(2.05979431070350e+001dB,1.76807210879015e+002°)
1.94088587759244e+005	(2.05978727146106e+001dB,1.76798855651447e+002°)
1.94536008162232e+005	(2.05978019947056e+001dB,1.76790483622651e+002°)
1.94984459975770e+005	(2.05977309458367e+001dB,1.76782094749465e+002°)
1.95433945577505e+005	(2.05976595665128e+001dB,1.76773688988555e+002°)
1.95884467350565e+005	(2.05975878552369e+001dB,1.76765266296573e+002°)
1.96336027683570e+005	(2.05975158105044e+001dB,1.76756826630061e+002°)
1.96788628970650e+005	(2.05974434308040e+001dB,1.76748369945482e+002°)
1.97242273611451e+005	(2.05973707146176e+001dB,1.76739896199221e+002°)
1.97696964011151e+005	(2.05972976604200e+001dB,1.76731405347588e+002°)
1.98152702580475e+005	(2.05972242666795e+001dB,1.76722897346840e+002°)
1.98609491735702e+005	(2.05971505318563e+001dB,1.76714372153072e+002°)
1.99067333898684e+005	(2.05970764544042e+001dB,1.76705829722356e+002°)
1.99526231496853e+005	(2.05970020327696e+001dB,1.76697270010629e+002°)
1.99986186963239e+005	(2.05969272653925e+001dB,1.76688692973839e+002°)
2.00447202736481e+005	(2.05968521507045e+001dB,1.76680098567737e+002°)
2.00909281260837e+005	(2.05967766871314e+001dB,1.76671486748116e+002°)
2.01372424986203e+005	(2.05967008730904e+001dB,1.76662857470542e+002°)
2.01836636368120e+005	(2.05966247069925e+001dB,1.76654210690622e+002°)
2.02301917867791e+005	(2.05965481872409e+001dB,1.76645546363825e+002°)
2.02768271952092e+005	(2.05964713122313e+001dB,1.76636864445516e+002°)
2.03235701093586e+005	(2.05963940803526e+001dB,1.76628164891010e+002°)
2.03704207770536e+005	(2.05963164899861e+001dB,1.76619447655572e+002°)
2.04173794466917e+005	(2.05962385395053e+001dB,1.76610712694276e+002°)
2.04644463672431e+005	(2.05961602272766e+001dB,1.76601959962202e+002°)
2.05116217882520e+005	(2.05960815516585e+001dB,1.76593189414269e+002°)
2.05589059598378e+005	(2.05960025110025e+001dB,1.76584401005403e+002°)
2.06062991326964e+005	(2.05959231036534e+001dB,1.76575594690486e+002°)
2.06538015581016e+005	(2.05958433279458e+001dB,1.76566770424083e+002°)
2.07014134879068e+005	(2.05957631822086e+001dB,1.76557928160861e+002°)
2.07491351745454e+005	(2.05956826647629e+001dB,1.76549067855381e+002°)
2.07969668710333e+005	(2.05956017739221e+001dB,1.76540189462124e+002°)
2.08449088309692e+005	(2.05955205079913e+001dB,1.76531292935409e+002°)
2.08929613085367e+005	(2.05954388652684e+001dB,1.76522378229563e+002°)
2.09411245585052e+005	(2.05953568440428e+001dB,1.76513445298720e+002°)
2.09893988362315e+005	(2.05952744425970e+001dB,1.76504494097027e+002°)
2.10377843976610e+005	(2.05951916592048e+001dB,1.76495524578491e+002°)
2.10862814993291e+005	(2.05951084921330e+001dB,1.76486536697076e+002°)
2.11348903983627e+005	(2.05950249396396e+001dB,1.76477530406608e+002°)
2.11836113524813e+005	(2.05949409999755e+001dB,1.76468505660896e+002°)
2.12324446199984e+005	(2.05948566713822e+001dB,1.76459462413523e+002°)
2.12813904598233e+005	(2.05947719520947e+001dB,1.76450400618145e+002°)
2.13304491314620e+005	(2.05946868403385e+001dB,1.76441320228194e+002°)
2.13796208950185e+005	(2.05946013343326e+001dB,1.76432221197143e+002°)
2.14289060111968e+005	(2.05945154322866e+001dB,1.76423103478299e+002°)
2.14783047413015e+005	(2.05944291324028e+001dB,1.76413967024924e+002°)
2.15278173472399e+005	(2.05943424328733e+001dB,1.76404811790025e+002°)
2.15774440915228e+005	(2.05942553318852e+001dB,1.76395637726828e+002°)
2.16271852372663e+005	(2.05941678276149e+001dB,1.76386444788249e+002°)
2.16770410481931e+005	(2.05940799182308e+001dB,1.76377232927124e+002°)
2.17270117886336e+005	(2.05939916018935e+001dB,1.76368002096276e+002°)
2.17770977235277e+005	(2.05939028767547e+001dB,1.76358752248360e+002°)
2.18272991184261e+005	(2.05938137409586e+001dB,1.76349483336075e+002°)
2.18776162394916e+005	(2.05937241926391e+001dB,1.76340195311837e+002°)
2.19280493535006e+005	(2.05936342299238e+001dB,1.76330888128163e+002°)
2.19785987278443e+005	(2.05935438509298e+001dB,1.76321561737318e+002°)
2.20292646305306e+005	(2.05934530537676e+001dB,1.76312216091668e+002°)
2.20800473301851e+005	(2.05933618365363e+001dB,1.76302851143206e+002°)
2.21309470960524e+005	(2.05932701973297e+001dB,1.76293466844179e+002°)
2.21819641979982e+005	(2.05931781342293e+001dB,1.76284063146369e+002°)
2.22330989065101e+005	(2.05930856453117e+001dB,1.76274640001871e+002°)
2.22843514926991e+005	(2.05929927286411e+001dB,1.76265197362318e+002°)
2.23357222283013e+005	(2.05928993822756e+001dB,1.76255735179504e+002°)
2.23872113856794e+005	(2.05928056042623e+001dB,1.76246253404973e+002°)
2.24388192378236e+005	(2.05927113926421e+001dB,1.76236751990369e+002°)
2.24905460583538e+005	(2.05926167454435e+001dB,1.76227230886965e+002°)
2.25423921215203e+005	(2.05925216606892e+001dB,1.76217690046226e+002°)
2.25943577022057e+005	(2.05924261363909e+001dB,1.76208129419334e+002°)
2.26464430759265e+005	(2.05923301705516e+001dB,1.76198548957428e+002°)
2.26986485188342e+005	(2.05922337611662e+001dB,1.76188948611630e+002°)
2.27509743077166e+005	(2.05921369062193e+001dB,1.76179328332867e+002°)
2.28034207200001e+005	(2.05920396036870e+001dB,1.76169688072024e+002°)
2.28559880337502e+005	(2.05919418515354e+001dB,1.76160027779851e+002°)
2.29086765276736e+005	(2.05918436477231e+001dB,1.76150347407141e+002°)
2.29614864811195e+005	(2.05917449901962e+001dB,1.76140646904317e+002°)
2.30144181740809e+005	(2.05916458768956e+001dB,1.76130926222055e+002°)
2.30674718871965e+005	(2.05915463057493e+001dB,1.76121185310659e+002°)
2.31206479017518e+005	(2.05914462746777e+001dB,1.76111424120476e+002°)
2.31739464996806e+005	(2.05913457815912e+001dB,1.76101642601723e+002°)
2.32273679635669e+005	(2.05912448243910e+001dB,1.76091840704540e+002°)
2.32809125766459e+005	(2.05911434009679e+001dB,1.76082018378905e+002°)
2.33345806228058e+005	(2.05910415092044e+001dB,1.76072175574812e+002°)
2.33883723865893e+005	(2.05909391469725e+001dB,1.76062312242092e+002°)
2.34422881531950e+005	(2.05908363121346e+001dB,1.76052428330471e+002°)
2.34963282084788e+005	(2.05907330025439e+001dB,1.76042523789633e+002°)
2.35504928389559e+005	(2.05906292160429e+001dB,1.76032598569099e+002°)
2.36047823318015e+005	(2.05905249504655e+001dB,1.76022652618375e+002°)
2.36591969748533e+005	(2.05904202036345e+001dB,1.76012685886776e+002°)
2.37137370566123e+005	(2.05903149733642e+001dB,1.76002698323632e+002°)
2.37684028662445e+005	(2.05902092574575e+001dB,1.75992689878082e+002°)
2.38231946935826e+005	(2.05901030537080e+001dB,1.75982660499161e+002°)
2.38781128291275e+005	(2.05899963598997e+001dB,1.75972610135922e+002°)
2.39331575640496e+005	(2.05898891738054e+001dB,1.75962538737164e+002°)
2.39883291901906e+005	(2.05897814931901e+001dB,1.75952446251824e+002°)
2.40436280000650e+005	(2.05896733158060e+001dB,1.75942332628497e+002°)
2.40990542868616e+005	(2.05895646393959e+001dB,1.75932197815737e+002°)
2.41546083444450e+005	(2.05894554616931e+001dB,1.75922041762112e+002°)
