Freq.	V(out)
1.10662378397760e+003	(1.85496254576727e+001dB,-1.48640519841805e+002°)
1.10917481526234e+003	(1.85570287217240e+001dB,-1.48688364577695e+002°)
1.11173172728153e+003	(1.85644118816120e+001dB,-1.48736213059853e+002°)
1.11429453359167e+003	(1.85717749517764e+001dB,-1.48784064908994e+002°)
1.11686324778050e+003	(1.85791179468884e+001dB,-1.48831919746747e+002°)
1.11943788346709e+003	(1.85864408818485e+001dB,-1.48879777195662e+002°)
1.12201845430190e+003	(1.85937437717863e+001dB,-1.48927636879216e+002°)
1.12460497396686e+003	(1.86010266320592e+001dB,-1.48975498421819e+002°)
1.12719745617545e+003	(1.86082894782513e+001dB,-1.49023361448824e+002°)
1.12979591467273e+003	(1.86155323261723e+001dB,-1.49071225586530e+002°)
1.13240036323549e+003	(1.86227551918570e+001dB,-1.49119090462189e+002°)
1.13501081567225e+003	(1.86299580915635e+001dB,-1.49166955704016e+002°)
1.13762728582337e+003	(1.86371410417724e+001dB,-1.49214820941194e+002°)
1.14024978756110e+003	(1.86443040591864e+001dB,-1.49262685803875e+002°)
1.14287833478971e+003	(1.86514471607281e+001dB,-1.49310549923195e+002°)
1.14551294144547e+003	(1.86585703635397e+001dB,-1.49358412931276e+002°)
1.14815362149682e+003	(1.86656736849818e+001dB,-1.49406274461232e+002°)
1.15080038894437e+003	(1.86727571426321e+001dB,-1.49454134147175e+002°)
1.15345325782103e+003	(1.86798207542847e+001dB,-1.49501991624223e+002°)
1.15611224219203e+003	(1.86868645379486e+001dB,-1.49549846528505e+002°)
1.15877735615506e+003	(1.86938885118468e+001dB,-1.49597698497168e+002°)
1.16144861384028e+003	(1.87008926944152e+001dB,-1.49645547168383e+002°)
1.16412602941042e+003	(1.87078771043016e+001dB,-1.49693392181347e+002°)
1.16680961706089e+003	(1.87148417603643e+001dB,-1.49741233176294e+002°)
1.16949939101980e+003	(1.87217866816713e+001dB,-1.49789069794501e+002°)
1.17219536554806e+003	(1.87287118874990e+001dB,-1.49836901678288e+002°)
1.17489755493946e+003	(1.87356173973311e+001dB,-1.49884728471031e+002°)
1.17760597352074e+003	(1.87425032308575e+001dB,-1.49932549817161e+002°)
1.18032063565166e+003	(1.87493694079732e+001dB,-1.49980365362176e+002°)
1.18304155572510e+003	(1.87562159487771e+001dB,-1.50028174752641e+002°)
1.18576874816709e+003	(1.87630428735711e+001dB,-1.50075977636196e+002°)
1.18850222743695e+003	(1.87698502028583e+001dB,-1.50123773661563e+002°)
1.19124200802731e+003	(1.87766379573427e+001dB,-1.50171562478549e+002°)
1.19398810446420e+003	(1.87834061579277e+001dB,-1.50219343738050e+002°)
1.19674053130717e+003	(1.87901548257146e+001dB,-1.50267117092061e+002°)
1.19949930314931e+003	(1.87968839820018e+001dB,-1.50314882193678e+002°)
1.20226443461734e+003	(1.88035936482840e+001dB,-1.50362638697101e+002°)
1.20503594037173e+003	(1.88102838462500e+001dB,-1.50410386257647e+002°)
1.20781383510671e+003	(1.88169545977826e+001dB,-1.50458124531743e+002°)
1.21059813355041e+003	(1.88236059249567e+001dB,-1.50505853176945e+002°)
1.21338885046491e+003	(1.88302378500386e+001dB,-1.50553571851930e+002°)
1.21618600064630e+003	(1.88368503954848e+001dB,-1.50601280216509e+002°)
1.21898959892479e+003	(1.88434435839400e+001dB,-1.50648977931629e+002°)
1.22179966016480e+003	(1.88500174382372e+001dB,-1.50696664659379e+002°)
1.22461619926498e+003	(1.88565719813956e+001dB,-1.50744340062992e+002°)
1.22743923115833e+003	(1.88631072366197e+001dB,-1.50792003806853e+002°)
1.23026877081231e+003	(1.88696232272981e+001dB,-1.50839655556501e+002°)
1.23310483322884e+003	(1.88761199770022e+001dB,-1.50887294978635e+002°)
1.23594743344444e+003	(1.88825975094854e+001dB,-1.50934921741117e+002°)
1.23879658653030e+003	(1.88890558486812e+001dB,-1.50982535512979e+002°)
1.24165230759234e+003	(1.88954950187024e+001dB,-1.51030135964424e+002°)
1.24451461177131e+003	(1.89019150438404e+001dB,-1.51077722766834e+002°)
1.24738351424287e+003	(1.89083159485628e+001dB,-1.51125295592770e+002°)
1.25025903021765e+003	(1.89146977575132e+001dB,-1.51172854115979e+002°)
1.25314117494134e+003	(1.89210604955097e+001dB,-1.51220398011398e+002°)
1.25602996369480e+003	(1.89274041875435e+001dB,-1.51267926955156e+002°)
1.25892541179409e+003	(1.89337288587776e+001dB,-1.51315440624582e+002°)
1.26182753459060e+003	(1.89400345345462e+001dB,-1.51362938698203e+002°)
1.26473634747108e+003	(1.89463212403529e+001dB,-1.51410420855753e+002°)
1.26765186585777e+003	(1.89525890018695e+001dB,-1.51457886778176e+002°)
1.27057410520847e+003	(1.89588378449350e+001dB,-1.51505336147627e+002°)
1.27350308101659e+003	(1.89650677955545e+001dB,-1.51552768647477e+002°)
1.27643880881127e+003	(1.89712788798974e+001dB,-1.51600183962319e+002°)
1.27938130415745e+003	(1.89774711242966e+001dB,-1.51647581777968e+002°)
1.28233058265594e+003	(1.89836445552475e+001dB,-1.51694961781466e+002°)
1.28528665994354e+003	(1.89897991994061e+001dB,-1.51742323661087e+002°)
1.28824955169306e+003	(1.89959350835883e+001dB,-1.51789667106337e+002°)
1.29121927361346e+003	(1.90020522347685e+001dB,-1.51836991807960e+002°)
1.29419584144991e+003	(1.90081506800782e+001dB,-1.51884297457940e+002°)
1.29717927098388e+003	(1.90142304468050e+001dB,-1.51931583749507e+002°)
1.30016957803321e+003	(1.90202915623915e+001dB,-1.51978850377134e+002°)
1.30316677845222e+003	(1.90263340544333e+001dB,-1.52026097036546e+002°)
1.30617088813176e+003	(1.90323579506789e+001dB,-1.52073323424722e+002°)
1.30918192299933e+003	(1.90383632790273e+001dB,-1.52120529239894e+002°)
1.31219989901912e+003	(1.90443500675276e+001dB,-1.52167714181555e+002°)
1.31522483219216e+003	(1.90503183443775e+001dB,-1.52214877950459e+002°)
1.31825673855633e+003	(1.90562681379218e+001dB,-1.52262020248624e+002°)
1.32129563418649e+003	(1.90621994766516e+001dB,-1.52309140779337e+002°)
1.32434153519458e+003	(1.90681123892026e+001dB,-1.52356239247151e+002°)
1.32739445772966e+003	(1.90740069043543e+001dB,-1.52403315357896e+002°)
1.33045441797801e+003	(1.90798830510283e+001dB,-1.52450368818673e+002°)
1.33352143216324e+003	(1.90857408582875e+001dB,-1.52497399337863e+002°)
1.33659551654636e+003	(1.90915803553344e+001dB,-1.52544406625127e+002°)
1.33967668742585e+003	(1.90974015715103e+001dB,-1.52591390391405e+002°)
1.34276496113778e+003	(1.91032045362937e+001dB,-1.52638350348927e+002°)
1.34586035405587e+003	(1.91089892792993e+001dB,-1.52685286211205e+002°)
1.34896288259157e+003	(1.91147558302766e+001dB,-1.52732197693042e+002°)
1.35207256319419e+003	(1.91205042191088e+001dB,-1.52779084510534e+002°)
1.35518941235095e+003	(1.91262344758112e+001dB,-1.52825946381067e+002°)
1.35831344658707e+003	(1.91319466305304e+001dB,-1.52872783023325e+002°)
1.36144468246587e+003	(1.91376407135430e+001dB,-1.52919594157288e+002°)
1.36458313658884e+003	(1.91433167552539e+001dB,-1.52966379504235e+002°)
1.36772882559576e+003	(1.91489747861955e+001dB,-1.53013138786749e+002°)
1.37088176616477e+003	(1.91546148370265e+001dB,-1.53059871728711e+002°)
1.37404197501243e+003	(1.91602369385302e+001dB,-1.53106578055311e+002°)
1.37720946889386e+003	(1.91658411216137e+001dB,-1.53153257493043e+002°)
1.38038426460280e+003	(1.91714274173065e+001dB,-1.53199909769710e+002°)
1.38356637897170e+003	(1.91769958567593e+001dB,-1.53246534614426e+002°)
1.38675582887180e+003	(1.91825464712426e+001dB,-1.53293131757612e+002°)
1.38995263121327e+003	(1.91880792921457e+001dB,-1.53339700931005e+002°)
1.39315680294522e+003	(1.91935943509751e+001dB,-1.53386241867657e+002°)
1.39636836105585e+003	(1.91990916793539e+001dB,-1.53432754301931e+002°)
1.39958732257253e+003	(1.92045713090198e+001dB,-1.53479237969511e+002°)
1.40281370456187e+003	(1.92100332718245e+001dB,-1.53525692607396e+002°)
1.40604752412983e+003	(1.92154775997320e+001dB,-1.53572117953906e+002°)
1.40928879842179e+003	(1.92209043248176e+001dB,-1.53618513748681e+002°)
1.41253754462267e+003	(1.92263134792668e+001dB,-1.53664879732680e+002°)
1.41579377995699e+003	(1.92317050953737e+001dB,-1.53711215648188e+002°)
1.41905752168900e+003	(1.92370792055402e+001dB,-1.53757521238810e+002°)
1.42232878712273e+003	(1.92424358422742e+001dB,-1.53803796249479e+002°)
1.42560759360210e+003	(1.92477750381891e+001dB,-1.53850040426450e+002°)
1.42889395851101e+003	(1.92530968260020e+001dB,-1.53896253517304e+002°)
1.43218789927345e+003	(1.92584012385328e+001dB,-1.53942435270952e+002°)
1.43548943335357e+003	(1.92636883087027e+001dB,-1.53988585437627e+002°)
1.43879857825576e+003	(1.92689580695334e+001dB,-1.54034703768895e+002°)
1.44211535152478e+003	(1.92742105541453e+001dB,-1.54080790017649e+002°)
1.44543977074584e+003	(1.92794457957569e+001dB,-1.54126843938111e+002°)
1.44877185354467e+003	(1.92846638276832e+001dB,-1.54172865285832e+002°)
1.45211161758765e+003	(1.92898646833346e+001dB,-1.54218853817695e+002°)
1.45545908058187e+003	(1.92950483962157e+001dB,-1.54264809291912e+002°)
1.45881426027526e+003	(1.93002149999240e+001dB,-1.54310731468026e+002°)
1.46217717445663e+003	(1.93053645281490e+001dB,-1.54356620106913e+002°)
1.46554784095582e+003	(1.93104970146705e+001dB,-1.54402474970779e+002°)
1.46892627764377e+003	(1.93156124933580e+001dB,-1.54448295823161e+002°)
1.47231250243263e+003	(1.93207109981689e+001dB,-1.54494082428929e+002°)
1.47570653327580e+003	(1.93257925631477e+001dB,-1.54539834554285e+002°)
1.47910838816811e+003	(1.93308572224249e+001dB,-1.54585551966762e+002°)
1.48251808514586e+003	(1.93359050102152e+001dB,-1.54631234435225e+002°)
1.48593564228691e+003	(1.93409359608172e+001dB,-1.54676881729871e+002°)
1.48936107771082e+003	(1.93459501086114e+001dB,-1.54722493622230e+002°)
1.49279440957890e+003	(1.93509474880596e+001dB,-1.54768069885162e+002°)
1.49623565609434e+003	(1.93559281337033e+001dB,-1.54813610292859e+002°)
1.49968483550228e+003	(1.93608920801629e+001dB,-1.54859114620844e+002°)
1.50314196608993e+003	(1.93658393621363e+001dB,-1.54904582645970e+002°)
1.50660706618665e+003	(1.93707700143977e+001dB,-1.54950014146423e+002°)
1.51008015416405e+003	(1.93756840717966e+001dB,-1.54995408901716e+002°)
1.51356124843611e+003	(1.93805815692566e+001dB,-1.55040766692694e+002°)
1.51705036745924e+003	(1.93854625417740e+001dB,-1.55086087301530e+002°)
1.52054752973240e+003	(1.93903270244170e+001dB,-1.55131370511726e+002°)
1.52405275379719e+003	(1.93951750523244e+001dB,-1.55176616108111e+002°)
1.52756605823797e+003	(1.94000066607045e+001dB,-1.55221823876843e+002°)
1.53108746168193e+003	(1.94048218848336e+001dB,-1.55266993605407e+002°)
1.53461698279920e+003	(1.94096207600555e+001dB,-1.55312125082610e+002°)
1.53815464030294e+003	(1.94144033217797e+001dB,-1.55357218098591e+002°)
1.54170045294946e+003	(1.94191696054809e+001dB,-1.55402272444807e+002°)
1.54525443953831e+003	(1.94239196466973e+001dB,-1.55447287914042e+002°)
1.54881661891238e+003	(1.94286534810298e+001dB,-1.55492264300402e+002°)
1.55238700995798e+003	(1.94333711441409e+001dB,-1.55537201399314e+002°)
1.55596563160497e+003	(1.94380726717531e+001dB,-1.55582099007528e+002°)
1.55955250282685e+003	(1.94427580996485e+001dB,-1.55626956923110e+002°)
1.56314764264085e+003	(1.94474274636673e+001dB,-1.55671774945448e+002°)
1.56675107010805e+003	(1.94520807997066e+001dB,-1.55716552875246e+002°)
1.57036280433345e+003	(1.94567181437195e+001dB,-1.55761290514524e+002°)
1.57398286446612e+003	(1.94613395317137e+001dB,-1.55805987666619e+002°)
1.57761126969925e+003	(1.94659449997511e+001dB,-1.55850644136178e+002°)
1.58124803927028e+003	(1.94705345839457e+001dB,-1.55895259729166e+002°)
1.58489319246101e+003	(1.94751083204633e+001dB,-1.55939834252855e+002°)
1.58854674859768e+003	(1.94796662455201e+001dB,-1.55984367515829e+002°)
1.59220872705107e+003	(1.94842083953815e+001dB,-1.56028859327979e+002°)
1.59587914723663e+003	(1.94887348063615e+001dB,-1.56073309500504e+002°)
1.59955802861456e+003	(1.94932455148209e+001dB,-1.56117717845910e+002°)
1.60324539068994e+003	(1.94977405571671e+001dB,-1.56162084178004e+002°)
1.60694125301277e+003	(1.95022199698519e+001dB,-1.56206408311897e+002°)
1.61064563517817e+003	(1.95066837893718e+001dB,-1.56250690064002e+002°)
1.61435855682638e+003	(1.95111320522658e+001dB,-1.56294929252030e+002°)
1.61808003764296e+003	(1.95155647951148e+001dB,-1.56339125694989e+002°)
1.62181009735882e+003	(1.95199820545407e+001dB,-1.56383279213183e+002°)
1.62554875575038e+003	(1.95243838672050e+001dB,-1.56427389628211e+002°)
1.62929603263962e+003	(1.95287702698083e+001dB,-1.56471456762964e+002°)
1.63305194789423e+003	(1.95331412990884e+001dB,-1.56515480441622e+002°)
1.63681652142770e+003	(1.95374969918201e+001dB,-1.56559460489656e+002°)
1.64058977319943e+003	(1.95418373848137e+001dB,-1.56603396733821e+002°)
1.64437172321482e+003	(1.95461625149143e+001dB,-1.56647289002159e+002°)
1.64816239152540e+003	(1.95504724190002e+001dB,-1.56691137123992e+002°)
1.65196179822891e+003	(1.95547671339826e+001dB,-1.56734940929926e+002°)
1.65576996346942e+003	(1.95590466968044e+001dB,-1.56778700251842e+002°)
1.65958690743745e+003	(1.95633111444385e+001dB,-1.56822414922901e+002°)
1.66341265037006e+003	(1.95675605138879e+001dB,-1.56866084777537e+002°)
1.66724721255095e+003	(1.95717948421839e+001dB,-1.56909709651453e+002°)
1.67109061431060e+003	(1.95760141663855e+001dB,-1.56953289381629e+002°)
1.67494287602633e+003	(1.95802185235781e+001dB,-1.56996823806306e+002°)
1.67880401812245e+003	(1.95844079508727e+001dB,-1.57040312764995e+002°)
1.68267406107036e+003	(1.95885824854050e+001dB,-1.57083756098468e+002°)
1.68655302538863e+003	(1.95927421643345e+001dB,-1.57127153648759e+002°)
1.69044093164315e+003	(1.95968870248429e+001dB,-1.57170505259159e+002°)
1.69433780044722e+003	(1.96010171041341e+001dB,-1.57213810774219e+002°)
1.69824365246163e+003	(1.96051324394324e+001dB,-1.57257070039739e+002°)
1.70215850839484e+003	(1.96092330679820e+001dB,-1.57300282902773e+002°)
1.70608238900301e+003	(1.96133190270459e+001dB,-1.57343449211624e+002°)
1.71001531509017e+003	(1.96173903539050e+001dB,-1.57386568815841e+002°)
1.71395730750831e+003	(1.96214470858572e+001dB,-1.57429641566215e+002°)
1.71790838715747e+003	(1.96254892602163e+001dB,-1.57472667314781e+002°)
1.72186857498589e+003	(1.96295169143112e+001dB,-1.57515645914811e+002°)
1.72583789199009e+003	(1.96335300854850e+001dB,-1.57558577220814e+002°)
1.72981635921499e+003	(1.96375288110939e+001dB,-1.57601461088531e+002°)
1.73380399775402e+003	(1.96415131285066e+001dB,-1.57644297374933e+002°)
1.73780082874926e+003	(1.96454830751030e+001dB,-1.57687085938222e+002°)
1.74180687339150e+003	(1.96494386882736e+001dB,-1.57729826637822e+002°)
1.74582215292039e+003	(1.96533800054184e+001dB,-1.57772519334382e+002°)
1.74984668862454e+003	(1.96573070639463e+001dB,-1.57815163889768e+002°)
1.75388050184164e+003	(1.96612199012735e+001dB,-1.57857760167064e+002°)
1.75792361395857e+003	(1.96651185548238e+001dB,-1.57900308030569e+002°)
1.76197604641151e+003	(1.96690030620264e+001dB,-1.57942807345791e+002°)
1.76603782068605e+003	(1.96728734603159e+001dB,-1.57985257979446e+002°)
1.77010895831730e+003	(1.96767297871313e+001dB,-1.58027659799458e+002°)
1.77418948089005e+003	(1.96805720799149e+001dB,-1.58070012674950e+002°)
1.77827941003880e+003	(1.96844003761113e+001dB,-1.58112316476246e+002°)
1.78237876744797e+003	(1.96882147131672e+001dB,-1.58154571074865e+002°)
1.78648757485193e+003	(1.96920151285298e+001dB,-1.58196776343520e+002°)
1.79060585403517e+003	(1.96958016596465e+001dB,-1.58238932156114e+002°)
1.79473362683241e+003	(1.96995743439637e+001dB,-1.58281038387737e+002°)
1.79887091512867e+003	(1.97033332189263e+001dB,-1.58323094914662e+002°)
1.80301774085945e+003	(1.97070783219763e+001dB,-1.58365101614345e+002°)
1.80717412601080e+003	(1.97108096905528e+001dB,-1.58407058365417e+002°)
1.81134009261948e+003	(1.97145273620905e+001dB,-1.58448965047684e+002°)
1.81551566277301e+003	(1.97182313740190e+001dB,-1.58490821542125e+002°)
1.81970085860986e+003	(1.97219217637622e+001dB,-1.58532627730886e+002°)
1.82389570231951e+003	(1.97255985687376e+001dB,-1.58574383497277e+002°)
1.82810021614262e+003	(1.97292618263549e+001dB,-1.58616088725769e+002°)
1.83231442237109e+003	(1.97329115740160e+001dB,-1.58657743301993e+002°)
1.83653834334822e+003	(1.97365478491135e+001dB,-1.58699347112735e+002°)
1.84077200146883e+003	(1.97401706890303e+001dB,-1.58740900045932e+002°)
1.84501541917935e+003	(1.97437801311388e+001dB,-1.58782401990667e+002°)
1.84926861897795e+003	(1.97473762127999e+001dB,-1.58823852837171e+002°)
1.85353162341468e+003	(1.97509589713627e+001dB,-1.58865252476816e+002°)
1.85780445509157e+003	(1.97545284441631e+001dB,-1.58906600802110e+002°)
1.86208713666274e+003	(1.97580846685237e+001dB,-1.58947897706698e+002°)
1.86637969083454e+003	(1.97616276817524e+001dB,-1.58989143085355e+002°)
1.87068214036567e+003	(1.97651575211420e+001dB,-1.59030336833983e+002°)
1.87499450806729e+003	(1.97686742239697e+001dB,-1.59071478849610e+002°)
1.87931681680314e+003	(1.97721778274959e+001dB,-1.59112569030385e+002°)
1.88364908948967e+003	(1.97756683689634e+001dB,-1.59153607275571e+002°)
1.88799134909616e+003	(1.97791458855975e+001dB,-1.59194593485549e+002°)
1.89234361864485e+003	(1.97826104146041e+001dB,-1.59235527561806e+002°)
1.89670592121102e+003	(1.97860619931701e+001dB,-1.59276409406940e+002°)
1.90107827992317e+003	(1.97895006584616e+001dB,-1.59317238924647e+002°)
1.90546071796312e+003	(1.97929264476244e+001dB,-1.59358016019727e+002°)
1.90985325856611e+003	(1.97963393977821e+001dB,-1.59398740598074e+002°)
1.91425592502095e+003	(1.97997395460364e+001dB,-1.59439412566672e+002°)
1.91866874067016e+003	(1.98031269294655e+001dB,-1.59480031833598e+002°)
1.92309172891003e+003	(1.98065015851243e+001dB,-1.59520598308009e+002°)
1.92752491319080e+003	(1.98098635500432e+001dB,-1.59561111900148e+002°)
1.93196831701679e+003	(1.98132128612273e+001dB,-1.59601572521331e+002°)
1.93642196394647e+003	(1.98165495556563e+001dB,-1.59641980083951e+002°)
1.94088587759264e+003	(1.98198736702831e+001dB,-1.59682334501470e+002°)
1.94536008162253e+003	(1.98231852420339e+001dB,-1.59722635688415e+002°)
1.94984459975791e+003	(1.98264843078069e+001dB,-1.59762883560379e+002°)
1.95433945577526e+003	(1.98297709044720e+001dB,-1.59803078034010e+002°)
1.95884467350585e+003	(1.98330450688702e+001dB,-1.59843219027014e+002°)
1.96336027683591e+003	(1.98363068378126e+001dB,-1.59883306458146e+002°)
1.96788628970671e+003	(1.98395562480803e+001dB,-1.59923340247211e+002°)
1.97242273611472e+003	(1.98427933364231e+001dB,-1.59963320315056e+002°)
1.97696964011172e+003	(1.98460181395595e+001dB,-1.60003246583567e+002°)
1.98152702580496e+003	(1.98492306941758e+001dB,-1.60043118975670e+002°)
1.98609491735723e+003	(1.98524310369254e+001dB,-1.60082937415317e+002°)
1.99067333898705e+003	(1.98556192044285e+001dB,-1.60122701827495e+002°)
1.99526231496874e+003	(1.98587952332710e+001dB,-1.60162412138211e+002°)
1.99986186963260e+003	(1.98619591600045e+001dB,-1.60202068274495e+002°)
2.00447202736502e+003	(1.98651110211453e+001dB,-1.60241670164392e+002°)
2.00909281260859e+003	(1.98682508531737e+001dB,-1.60281217736962e+002°)
2.01372424986225e+003	(1.98713786925339e+001dB,-1.60320710922271e+002°)
2.01836636368142e+003	(1.98744945756332e+001dB,-1.60360149651394e+002°)
2.02301917867813e+003	(1.98775985388411e+001dB,-1.60399533856404e+002°)
2.02768271952114e+003	(1.98806906184891e+001dB,-1.60438863470372e+002°)
2.03235701093608e+003	(1.98837708508702e+001dB,-1.60478138427364e+002°)
2.03704207770558e+003	(1.98868392722382e+001dB,-1.60517358662432e+002°)
2.04173794466939e+003	(1.98898959188068e+001dB,-1.60556524111618e+002°)
2.04644463672453e+003	(1.98929408267497e+001dB,-1.60595634711940e+002°)
2.05116217882542e+003	(1.98959740321996e+001dB,-1.60634690401399e+002°)
2.05589059598400e+003	(1.98989955712479e+001dB,-1.60673691118967e+002°)
2.06062991326986e+003	(1.99020054799440e+001dB,-1.60712636804584e+002°)
2.06538015581038e+003	(1.99050037942949e+001dB,-1.60751527399158e+002°)
2.07014134879090e+003	(1.99079905502646e+001dB,-1.60790362844557e+002°)
2.07491351745476e+003	(1.99109657837734e+001dB,-1.60829143083609e+002°)
2.07969668710355e+003	(1.99139295306980e+001dB,-1.60867868060094e+002°)
2.08449088309714e+003	(1.99168818268701e+001dB,-1.60906537718739e+002°)
2.08929613085389e+003	(1.99198227080767e+001dB,-1.60945152005223e+002°)
2.09411245585074e+003	(1.99227522100593e+001dB,-1.60983710866159e+002°)
2.09893988362338e+003	(1.99256703685130e+001dB,-1.61022214249105e+002°)
2.10377843976633e+003	(1.99285772190869e+001dB,-1.61060662102547e+002°)
2.10862814993314e+003	(1.99314727973827e+001dB,-1.61099054375901e+002°)
2.11348903983650e+003	(1.99343571389549e+001dB,-1.61137391019512e+002°)
2.11836113524835e+003	(1.99372302793098e+001dB,-1.61175671984644e+002°)
2.12324446200007e+003	(1.99400922539054e+001dB,-1.61213897223479e+002°)
2.12813904598256e+003	(1.99429430981509e+001dB,-1.61252066689111e+002°)
2.13304491314642e+003	(1.99457828474060e+001dB,-1.61290180335544e+002°)
2.13796208950208e+003	(1.99486115369808e+001dB,-1.61328238117689e+002°)
2.14289060111991e+003	(1.99514292021349e+001dB,-1.61366239991355e+002°)
2.14783047413038e+003	(1.99542358780774e+001dB,-1.61404185913251e+002°)
2.15278173472422e+003	(1.99570315999661e+001dB,-1.61442075840978e+002°)
2.15774440915251e+003	(1.99598164029073e+001dB,-1.61479909733025e+002°)
2.16271852372687e+003	(1.99625903219554e+001dB,-1.61517687548768e+002°)
2.16770410481954e+003	(1.99653533921121e+001dB,-1.61555409248463e+002°)
2.17270117886359e+003	(1.99681056483266e+001dB,-1.61593074793240e+002°)
2.17770977235300e+003	(1.99708471254946e+001dB,-1.61630684145108e+002°)
2.18272991184285e+003	(1.99735778584580e+001dB,-1.61668237266938e+002°)
2.18776162394940e+003	(1.99762978820048e+001dB,-1.61705734122469e+002°)
2.19280493535029e+003	(1.99790072308684e+001dB,-1.61743174676302e+002°)
2.19785987278467e+003	(1.99817059397275e+001dB,-1.61780558893890e+002°)
2.20292646305330e+003	(1.99843940432051e+001dB,-1.61817886741543e+002°)
2.20800473301874e+003	(1.99870715758689e+001dB,-1.61855158186416e+002°)
2.21309470960548e+003	(1.99897385722303e+001dB,-1.61892373196511e+002°)
2.21819641980006e+003	(1.99923950667443e+001dB,-1.61929531740667e+002°)
2.22330989065124e+003	(1.99950410938093e+001dB,-1.61966633788560e+002°)
2.22843514927014e+003	(1.99976766877660e+001dB,-1.62003679310702e+002°)
2.23357222283037e+003	(2.00003018828978e+001dB,-1.62040668278427e+002°)
2.23872113856818e+003	(2.00029167134304e+001dB,-1.62077600663896e+002°)
2.24388192378260e+003	(2.00055212135308e+001dB,-1.62114476440090e+002°)
2.24905460583562e+003	(2.00081154173075e+001dB,-1.62151295580806e+002°)
2.25423921215227e+003	(2.00106993588102e+001dB,-1.62188058060649e+002°)
2.25943577022081e+003	(2.00132730720288e+001dB,-1.62224763855038e+002°)
2.26464430759290e+003	(2.00158365908941e+001dB,-1.62261412940190e+002°)
2.26986485188366e+003	(2.00183899492762e+001dB,-1.62298005293123e+002°)
2.27509743077191e+003	(2.00209331809854e+001dB,-1.62334540891653e+002°)
2.28034207200025e+003	(2.00234663197711e+001dB,-1.62371019714383e+002°)
2.28559880337526e+003	(2.00259893993217e+001dB,-1.62407441740708e+002°)
2.29086765276761e+003	(2.00285024532642e+001dB,-1.62443806950802e+002°)
2.29614864811220e+003	(2.00310055151640e+001dB,-1.62480115325621e+002°)
2.30144181740834e+003	(2.00334986185246e+001dB,-1.62516366846894e+002°)
2.30674718871990e+003	(2.00359817967871e+001dB,-1.62552561497125e+002°)
2.31206479017543e+003	(2.00384550833302e+001dB,-1.62588699259582e+002°)
2.31739464996831e+003	(2.00409185114695e+001dB,-1.62624780118295e+002°)
2.32273679635694e+003	(2.00433721144576e+001dB,-1.62660804058056e+002°)
2.32809125766484e+003	(2.00458159254838e+001dB,-1.62696771064410e+002°)
2.33345806228083e+003	(2.00482499776731e+001dB,-1.62732681123655e+002°)
2.33883723865918e+003	(2.00506743040872e+001dB,-1.62768534222834e+002°)
2.34422881531975e+003	(2.00530889377228e+001dB,-1.62804330349733e+002°)
2.34963282084814e+003	(2.00554939115126e+001dB,-1.62840069492878e+002°)
2.35504928389584e+003	(2.00578892583241e+001dB,-1.62875751641530e+002°)
2.36047823318040e+003	(2.00602750109597e+001dB,-1.62911376785680e+002°)
2.36591969748558e+003	(2.00626512021565e+001dB,-1.62946944916047e+002°)
2.37137370566148e+003	(2.00650178645861e+001dB,-1.62982456024072e+002°)
2.37684028662470e+003	(2.00673750308539e+001dB,-1.63017910101915e+002°)
2.38231946935851e+003	(2.00697227334993e+001dB,-1.63053307142453e+002°)
2.38781128291300e+003	(2.00720610049954e+001dB,-1.63088647139270e+002°)
2.39331575640521e+003	(2.00743898777485e+001dB,-1.63123930086661e+002°)
2.39883291901931e+003	(2.00767093840980e+001dB,-1.63159155979622e+002°)
2.40436280000676e+003	(2.00790195563165e+001dB,-1.63194324813849e+002°)
2.40990542868642e+003	(2.00813204266088e+001dB,-1.63229436585732e+002°)
2.41546083444476e+003	(2.00836120271126e+001dB,-1.63264491292354e+002°)
2.42102904673600e+003	(2.00858943898974e+001dB,-1.63299488931484e+002°)
2.42661009508224e+003	(2.00881675469649e+001dB,-1.63334429501574e+002°)
2.43220400907364e+003	(2.00904315302486e+001dB,-1.63369313001757e+002°)
2.43781081836857e+003	(2.00926863716133e+001dB,-1.63404139431840e+002°)
2.44343055269379e+003	(2.00949321028553e+001dB,-1.63438908792303e+002°)
2.44906324184456e+003	(2.00971687557023e+001dB,-1.63473621084293e+002°)
2.45470891568485e+003	(2.00993963618124e+001dB,-1.63508276309619e+002°)
2.46036760414744e+003	(2.01016149527750e+001dB,-1.63542874470753e+002°)
2.46603933723416e+003	(2.01038245601095e+001dB,-1.63577415570822e+002°)
2.47172414501595e+003	(2.01060252152660e+001dB,-1.63611899613603e+002°)
2.47742205763310e+003	(2.01082169496248e+001dB,-1.63646326603525e+002°)
2.48313310529538e+003	(2.01103997944959e+001dB,-1.63680696545658e+002°)
2.48885731828220e+003	(2.01125737811194e+001dB,-1.63715009445715e+002°)
2.49459472694277e+003	(2.01147389406647e+001dB,-1.63749265310044e+002°)
2.50034536169624e+003	(2.01168953042310e+001dB,-1.63783464145626e+002°)
2.50610925303193e+003	(2.01190429028465e+001dB,-1.63817605960073e+002°)
2.51188643150939e+003	(2.01211817674687e+001dB,-1.63851690761620e+002°)
2.51767692775867e+003	(2.01233119289839e+001dB,-1.63885718559124e+002°)
