Freq.	V(out)
1.00000000000000e+002,6.94780111672128e+000dB,-1.44682094936483e+002
1.00230523807790e+002,6.95377786663401e+000dB,-1.44659129059544e+002
1.00461579027840e+002,6.95976970041797e+000dB,-1.44636089946969e+002
1.00693166885180e+002,6.96577666095106e+000dB,-1.44612977957752e+002
1.00925288607668e+002,6.97179879095565e+000dB,-1.44589793452137e+002
1.01157945425990e+002,6.97783613299785e+000dB,-1.44566536791621e+002
1.01391138573668e+002,6.98388872948617e+000dB,-1.44543208338946e+002
1.01624869287070e+002,6.98995662267057e+000dB,-1.44519808458103e+002
1.01859138805412e+002,6.99603985464161e+000dB,-1.44496337514327e+002
1.02093948370768e+002,7.00213846732887e+000dB,-1.44472795874097e+002
1.02329299228075e+002,7.00825250250026e+000dB,-1.44449183905132e+002
1.02565192625141e+002,7.01438200176058e+000dB,-1.44425501976392e+002
1.02801629812647e+002,7.02052700655110e+000dB,-1.44401750458072e+002
1.03038612044162e+002,7.02668755814751e+000dB,-1.44377929721605e+002
1.03276140576140e+002,7.03286369765969e+000dB,-1.44354040139656e+002
1.03514216667934e+002,7.03905546603006e+000dB,-1.44330082086121e+002
1.03752841581801e+002,7.04526290403271e+000dB,-1.44306055936125e+002
1.03992016582906e+002,7.05148605227260e+000dB,-1.44281962066022e+002
1.04231742939330e+002,7.05772495118355e+000dB,-1.44257800853387e+002
1.04472021922080e+002,7.06397964102824e+000dB,-1.44233572677021e+002
1.04712854805090e+002,7.07025016189655e+000dB,-1.44209277916942e+002
1.04954242865232e+002,7.07653655370429e+000dB,-1.44184916954387e+002
1.05196187382322e+002,7.08283885619258e+000dB,-1.44160490171808e+002
1.05438689639126e+002,7.08915710892642e+000dB,-1.44135997952869e+002
1.05681750921366e+002,7.09549135129357e+000dB,-1.44111440682444e+002
1.05925372517729e+002,7.10184162250382e+000dB,-1.44086818746615e+002
1.06169555719872e+002,7.10820796158746e+000dB,-1.44062132532667e+002
1.06414301822431e+002,7.11459040739429e+000dB,-1.44037382429089e+002
1.06659612123026e+002,7.12098899859278e+000dB,-1.44012568825568e+002
1.06905487922266e+002,7.12740377366852e+000dB,-1.43987692112987e+002
1.07151930523760e+002,7.13383477092372e+000dB,-1.43962752683424e+002
1.07398941234124e+002,7.14028202847530e+000dB,-1.43937750930144e+002
1.07646521362983e+002,7.14674558425459e+000dB,-1.43912687247603e+002
1.07894672222983e+002,7.15322547600577e+000dB,-1.43887562031441e+002
1.08143395129794e+002,7.15972174128491e+000dB,-1.43862375678476e+002
1.08392691402120e+002,7.16623441745882e+000dB,-1.43837128586707e+002
1.08642562361706e+002,7.17276354170383e+000dB,-1.43811821155308e+002
1.08893009333343e+002,7.17930915100513e+000dB,-1.43786453784624e+002
1.09144033644875e+002,7.18587128215519e+000dB,-1.43761026876167e+002
1.09395636627209e+002,7.19244997175273e+000dB,-1.43735540832615e+002
1.09647819614318e+002,7.19904525620205e+000dB,-1.43709996057808e+002
1.09900583943252e+002,7.20565717171116e+000dB,-1.43684392956744e+002
1.10153930954141e+002,7.21228575429168e+000dB,-1.43658731935574e+002
1.10407861990207e+002,7.21893103975678e+000dB,-1.43633013401601e+002
1.10662378397766e+002,7.22559306372060e+000dB,-1.43607237763274e+002
1.10917481526240e+002,7.23227186159721e+000dB,-1.43581405430188e+002
1.11173172728159e+002,7.23896746859915e+000dB,-1.43555516813075e+002
1.11429453359173e+002,7.24567991973670e+000dB,-1.43529572323804e+002
1.11686324778056e+002,7.25240924981667e+000dB,-1.43503572375376e+002
1.11943788346715e+002,7.25915549344115e+000dB,-1.43477517381920e+002
1.12201845430196e+002,7.26591868500665e+000dB,-1.43451407758689e+002
1.12460497396692e+002,7.27269885870285e+000dB,-1.43425243922056e+002
1.12719745617551e+002,7.27949604851170e+000dB,-1.43399026289510e+002
1.12979591467279e+002,7.28631028820597e+000dB,-1.43372755279652e+002
1.13240036323555e+002,7.29314161134875e+000dB,-1.43346431312191e+002
1.13501081567231e+002,7.29999005129178e+000dB,-1.43320054807938e+002
1.13762728582343e+002,7.30685564117475e+000dB,-1.43293626188803e+002
1.14024978756117e+002,7.31373841392395e+000dB,-1.43267145877794e+002
1.14287833478977e+002,7.32063840225154e+000dB,-1.43240614299004e+002
1.14551294144553e+002,7.32755563865411e+000dB,-1.43214031877616e+002
1.14815362149688e+002,7.33449015541193e+000dB,-1.43187399039892e+002
1.15080038894443e+002,7.34144198458754e+000dB,-1.43160716213172e+002
1.15345325782109e+002,7.34841115802507e+000dB,-1.43133983825865e+002
1.15611224219209e+002,7.35539770734879e+000dB,-1.43107202307451e+002
1.15877735615512e+002,7.36240166396234e+000dB,-1.43080372088470e+002
1.16144861384034e+002,7.36942305904764e+000dB,-1.43053493600522e+002
1.16412602941049e+002,7.37646192356357e+000dB,-1.43026567276256e+002
1.16680961706096e+002,7.38351828824516e+000dB,-1.42999593549373e+002
1.16949939101987e+002,7.39059218360266e+000dB,-1.42972572854613e+002
1.17219536554813e+002,7.39768363992008e+000dB,-1.42945505627758e+002
1.17489755493952e+002,7.40479268725446e+000dB,-1.42918392305619e+002
1.17760597352080e+002,7.41191935543480e+000dB,-1.42891233326037e+002
1.18032063565172e+002,7.41906367406089e+000dB,-1.42864029127875e+002
1.18304155572516e+002,7.42622567250235e+000dB,-1.42836780151011e+002
1.18576874816716e+002,7.43340537989763e+000dB,-1.42809486836339e+002
1.18850222743701e+002,7.44060282515295e+000dB,-1.42782149625755e+002
1.19124200802737e+002,7.44781803694121e+000dB,-1.42754768962159e+002
1.19398810446427e+002,7.45505104370101e+000dB,-1.42727345289445e+002
1.19674053130724e+002,7.46230187363583e+000dB,-1.42699879052499e+002
1.19949930314937e+002,7.46957055471254e+000dB,-1.42672370697189e+002
1.20226443461741e+002,7.47685711466089e+000dB,-1.42644820670363e+002
1.20503594037179e+002,7.48416158097209e+000dB,-1.42617229419843e+002
1.20781383510677e+002,7.49148398089825e+000dB,-1.42589597394417e+002
1.21059813355048e+002,7.49882434145082e+000dB,-1.42561925043836e+002
1.21338885046497e+002,7.50618268940018e+000dB,-1.42534212818804e+002
1.21618600064636e+002,7.51355905127421e+000dB,-1.42506461170979e+002
1.21898959892486e+002,7.52095345335745e+000dB,-1.42478670552958e+002
1.22179966016487e+002,7.52836592169013e+000dB,-1.42450841418281e+002
1.22461619926504e+002,7.53579648206735e+000dB,-1.42422974221416e+002
1.22743923115840e+002,7.54324516003753e+000dB,-1.42395069417757e+002
1.23026877081238e+002,7.55071198090224e+000dB,-1.42367127463620e+002
1.23310483322890e+002,7.55819696971461e+000dB,-1.42339148816231e+002
1.23594743344450e+002,7.56570015127870e+000dB,-1.42311133933727e+002
1.23879658653036e+002,7.57322155014835e+000dB,-1.42283083275141e+002
1.24165230759240e+002,7.58076119062622e+000dB,-1.42254997300404e+002
1.24451461177138e+002,7.58831909676313e+000dB,-1.42226876470333e+002
1.24738351424294e+002,7.59589529235690e+000dB,-1.42198721246627e+002
1.25025903021771e+002,7.60348980095104e+000dB,-1.42170532091860e+002
1.25314117494141e+002,7.61110264583474e+000dB,-1.42142309469474e+002
1.25602996369487e+002,7.61873385004097e+000dB,-1.42114053843772e+002
1.25892541179416e+002,7.62638343634620e+000dB,-1.42085765679913e+002
1.26182753459066e+002,7.63405142726924e+000dB,-1.42057445443904e+002
1.26473634747114e+002,7.64173784507021e+000dB,-1.42029093602593e+002
1.26765186585784e+002,7.64944271174994e+000dB,-1.42000710623662e+002
1.27057410520853e+002,7.65716604904886e+000dB,-1.41972296975622e+002
1.27350308101665e+002,7.66490787844594e+000dB,-1.41943853127804e+002
1.27643880881134e+002,7.67266822115834e+000dB,-1.41915379550353e+002
1.27938130415752e+002,7.68044709813989e+000dB,-1.41886876714220e+002
1.28233058265601e+002,7.68824453008062e+000dB,-1.41858345091157e+002
1.28528665994361e+002,7.69606053740581e+000dB,-1.41829785153707e+002
1.28824955169313e+002,7.70389514027492e+000dB,-1.41801197375200e+002
1.29121927361353e+002,7.71174835858105e+000dB,-1.41772582229743e+002
1.29419584144998e+002,7.71962021194981e+000dB,-1.41743940192213e+002
1.29717927098395e+002,7.72751071973867e+000dB,-1.41715271738252e+002
1.30016957803328e+002,7.73541990103592e+000dB,-1.41686577344257e+002
1.30316677845229e+002,7.74334777465999e+000dB,-1.41657857487375e+002
1.30617088813183e+002,7.75129435915856e+000dB,-1.41629112645493e+002
1.30918192299940e+002,7.75925967280767e+000dB,-1.41600343297232e+002
1.31219989901920e+002,7.76724373361100e+000dB,-1.41571549921939e+002
1.31522483219223e+002,7.77524655929911e+000dB,-1.41542732999681e+002
1.31825673855640e+002,7.78326816732844e+000dB,-1.41513893011235e+002
1.32129563418657e+002,7.79130857488061e+000dB,-1.41485030438079e+002
1.32434153519466e+002,7.79936779886175e+000dB,-1.41456145762389e+002
1.32739445772973e+002,7.80744585590143e+000dB,-1.41427239467029e+002
1.33045441797808e+002,7.81554276235223e+000dB,-1.41398312035543e+002
1.33352143216332e+002,7.82365853428867e+000dB,-1.41369363952143e+002
1.33659551654643e+002,7.83179318750646e+000dB,-1.41340395701710e+002
1.33967668742593e+002,7.83994673752212e+000dB,-1.41311407769780e+002
1.34276496113786e+002,7.84811919957170e+000dB,-1.41282400642534e+002
1.34586035405594e+002,7.85631058861044e+000dB,-1.41253374806797e+002
1.34896288259165e+002,7.86452091931175e+000dB,-1.41224330750025e+002
1.35207256319427e+002,7.87275020606667e+000dB,-1.41195268960295e+002
1.35518941235103e+002,7.88099846298313e+000dB,-1.41166189926305e+002
