time	V(g1)	V(out)
4.841019466696512e-004	-8.408784e-003	8.700714e-002
4.851019466696512e-004	-8.052354e-003	8.307312e-002
4.861019466696512e-004	-7.664145e-003	7.881457e-002
4.871019466696512e-004	-7.245688e-003	7.424699e-002
4.881019466692949e-004	-6.798637e-003	6.938712e-002
4.891019466692950e-004	-6.324754e-003	6.425284e-002
4.901019466692950e-004	-5.825911e-003	5.886316e-002
4.911019466692950e-004	-5.304075e-003	5.323815e-002
4.921019466692950e-004	-4.761307e-003	4.739887e-002
4.931019466692951e-004	-4.199747e-003	4.136731e-002
4.941019466692951e-004	-3.621614e-003	3.516635e-002
4.951019466692951e-004	-3.029187e-003	2.881963e-002
4.961019466692951e-004	-2.424806e-003	2.235150e-002
4.971019466692952e-004	-1.810855e-003	1.578694e-002
4.981019466692952e-004	-1.189757e-003	9.151474e-003
4.991019466692952e-004	-5.639642e-004	2.471034e-003
5.001019466692952e-004	6.405454e-005	-4.228086e-003
5.011019466692953e-004	6.918205e-004	-1.091936e-002
5.021019466692953e-004	1.316856e-003	-1.757615e-002
5.031019466692953e-004	1.936695e-003	-2.417177e-002
5.041019466692953e-004	2.548890e-003	-3.067964e-002
5.051019466692954e-004	3.151026e-003	-3.707338e-002
5.061019466692954e-004	3.740727e-003	-4.332694e-002
5.071019466692954e-004	4.315664e-003	-4.941469e-002
5.081019466692954e-004	4.873569e-003	-5.531158e-002
5.091019466692955e-004	5.412241e-003	-6.099319e-002
5.101019466692955e-004	5.929553e-003	-6.643592e-002
5.111019466692955e-004	6.423464e-003	-7.161702e-002
5.121019466692955e-004	6.892025e-003	-7.651480e-002
5.131019466691625e-004	7.333385e-003	-8.110864e-002
5.141019466691625e-004	7.745804e-003	-8.537912e-002
5.151019466691626e-004	8.127654e-003	-8.930819e-002
5.161019466691626e-004	8.477428e-003	-9.287913e-002
5.171019466691626e-004	8.793745e-003	-9.607675e-002
5.181019466691626e-004	9.075358e-003	-9.888739e-002
5.191019466691627e-004	9.321154e-003	-1.012990e-001
5.201019466691627e-004	9.530164e-003	-1.033014e-001
5.211019466691627e-004	9.701563e-003	-1.048859e-001
5.221019466691627e-004	9.834673e-003	-1.060457e-001
5.231019466691628e-004	9.928972e-003	-1.067760e-001
5.241019466691628e-004	9.984084e-003	-1.070735e-001
5.251019466691628e-004	9.999795e-003	-1.069371e-001
5.261019466691628e-004	9.976041e-003	-1.063674e-001
5.271019466691629e-004	9.912916e-003	-1.053669e-001
5.281019466691629e-004	9.810668e-003	-1.039400e-001
5.291019466691629e-004	9.669703e-003	-1.020929e-001
5.301019466691629e-004	9.490577e-003	-9.983359e-002
5.311019466691630e-004	9.273994e-003	-9.717184e-002
5.321019466691630e-004	9.020812e-003	-9.411908e-002
5.331019466691630e-004	8.732028e-003	-9.068843e-002
5.341019466691630e-004	8.408784e-003	-8.689458e-002
5.351019466691631e-004	8.052354e-003	-8.275370e-002
5.361019466691631e-004	7.664145e-003	-7.828339e-002
5.371019466691631e-004	7.245688e-003	-7.350258e-002
5.381019466691131e-004	6.798637e-003	-6.843143e-002
5.391019466691132e-004	6.324754e-003	-6.309123e-002
5.401019466691132e-004	5.825911e-003	-5.750430e-002
5.411019466691132e-004	5.304075e-003	-5.169390e-002
5.421019466691132e-004	4.761307e-003	-4.568407e-002
5.431019466691133e-004	4.199747e-003	-3.949958e-002
5.441019466691133e-004	3.621614e-003	-3.316576e-002
5.451019466691133e-004	3.029187e-003	-2.670843e-002
5.461019466691133e-004	2.424806e-003	-2.015376e-002
5.471019466691134e-004	1.810855e-003	-1.352815e-002
5.481019466691134e-004	1.189757e-003	-6.858151e-003
5.491019466691134e-004	5.639642e-004	-1.703161e-004
5.501019466691134e-004	-6.405454e-005	6.508884e-003
5.511019466691135e-004	-6.918205e-004	1.315317e-002
5.521019466691135e-004	-1.316856e-003	1.973658e-002
5.531019466691135e-004	-1.936695e-003	2.623352e-002
5.541019466691135e-004	-2.548890e-003	3.261891e-002
5.551019466691136e-004	-3.151026e-003	3.886822e-002
5.561019466691136e-004	-3.740727e-003	4.495763e-002
5.571019466691136e-004	-4.315664e-003	5.086403e-002
5.581019466691136e-004	-4.873569e-003	5.656516e-002
5.591019466691137e-004	-5.412241e-003	6.203964e-002
5.601019466691137e-004	-5.929553e-003	6.726705e-002
5.611019466691137e-004	-6.423464e-003	7.222800e-002
5.621019466691137e-004	-6.892025e-003	7.690418e-002
5.631019466690948e-004	-7.333385e-003	8.127841e-002
5.641019466690948e-004	-7.745804e-003	8.533472e-002
5.651019466690948e-004	-8.127654e-003	8.905829e-002
5.661019466690949e-004	-8.477428e-003	9.243566e-002
5.671019466690949e-004	-8.793745e-003	9.545457e-002
5.681019466690949e-004	-9.075358e-003	9.810416e-002
5.691019466690949e-004	-9.321154e-003	1.003749e-001
5.701019466690949e-004	-9.530164e-003	1.022586e-001
5.711019466690950e-004	-9.701563e-003	1.037485e-001
5.721019466690950e-004	-9.834673e-003	1.048393e-001
5.731019466690950e-004	-9.928972e-003	1.055271e-001
5.741019466690950e-004	-9.984084e-003	1.058093e-001
5.751019466690951e-004	-9.999795e-003	1.056850e-001
5.761019466690951e-004	-9.976041e-003	1.051544e-001
5.771019466690951e-004	-9.912916e-003	1.042195e-001
5.781019466690951e-004	-9.810668e-003	1.028835e-001
5.791019466690952e-004	-9.669703e-003	1.011511e-001
5.801019466690952e-004	-9.490577e-003	9.902846e-002
5.811019466690952e-004	-9.273994e-003	9.652314e-002
5.821019466690952e-004	-9.020812e-003	9.364405e-002
5.831019466690953e-004	-8.732028e-003	9.040150e-002
5.841019466690953e-004	-8.408784e-003	8.680715e-002
5.851019466690953e-004	-8.052354e-003	8.287398e-002
5.861019466690953e-004	-7.664145e-003	7.861625e-002
5.871019466690954e-004	-7.245688e-003	7.404947e-002
5.881019466690879e-004	-6.798637e-003	6.919038e-002
5.891019466690879e-004	-6.324754e-003	6.405687e-002
5.901019466690880e-004	-5.825911e-003	5.866794e-002
5.911019466690880e-004	-5.304075e-003	5.304366e-002
5.921019466690880e-004	-4.761307e-003	4.720510e-002
5.931019466690880e-004	-4.199747e-003	4.117425e-002
5.941019466690881e-004	-3.621614e-003	3.497399e-002
5.951019466690881e-004	-3.029187e-003	2.862796e-002
5.961019466690881e-004	-2.424806e-003	2.216051e-002
5.971019466690881e-004	-1.810855e-003	1.559664e-002
5.981019466690881e-004	-1.189757e-003	8.961841e-003
5.991019466690882e-004	-5.639642e-004	2.282077e-003
6.001019466690882e-004	6.405454e-005	-4.416369e-003
6.011019466690882e-004	6.918205e-004	-1.110697e-002
6.021019466690882e-004	1.316856e-003	-1.776308e-002
6.031019466690883e-004	1.936695e-003	-2.435801e-002
6.041019466690883e-004	2.548890e-003	-3.086519e-002
6.051019466690883e-004	3.151026e-003	-3.725825e-002
6.061019466690883e-004	3.740727e-003	-4.351110e-002
6.071019466690884e-004	4.315664e-003	-4.959814e-002
6.081019466690884e-004	4.873569e-003	-5.549431e-002
6.091019466690884e-004	5.412241e-003	-6.117519e-002
6.101019466690884e-004	5.929553e-003	-6.661717e-002
6.111019466690885e-004	6.423464e-003	-7.179752e-002
6.121019466690885e-004	6.892025e-003	-7.669453e-002
6.131019466690854e-004	7.333385e-003	-8.128757e-002
6.141019466690854e-004	7.745804e-003	-8.555726e-002
6.151019466690854e-004	8.127654e-003	-8.948551e-002
6.161019466690854e-004	8.477428e-003	-9.305562e-002
6.171019466690855e-004	8.793745e-003	-9.625238e-002
6.181019466690855e-004	9.075358e-003	-9.906216e-002
6.191019466690855e-004	9.321154e-003	-1.014729e-001
6.201019466690855e-004	9.530164e-003	-1.034744e-001
6.211019466690856e-004	9.701563e-003	-1.050580e-001
6.221019466690856e-004	9.834673e-003	-1.062169e-001
6.231019466690856e-004	9.928972e-003	-1.069462e-001
6.241019466690856e-004	9.984084e-003	-1.072427e-001
6.251019466690857e-004	9.999795e-003	-1.071053e-001
6.261019466690857e-004	9.976041e-003	-1.065346e-001
6.271019466690857e-004	9.912916e-003	-1.055332e-001
6.281019466690857e-004	9.810668e-003	-1.041052e-001
6.291019466690858e-004	9.669703e-003	-1.022571e-001
6.301019466690858e-004	9.490577e-003	-9.999676e-002
6.311019466690858e-004	9.273994e-003	-9.733395e-002
6.321019466690858e-004	9.020812e-003	-9.428012e-002
6.331019466690859e-004	8.732028e-003	-9.084840e-002
6.341019466690859e-004	8.408784e-003	-8.705346e-002
6.351019466690859e-004	8.052354e-003	-8.291148e-002
6.361019466690859e-004	7.664145e-003	-7.844007e-002
6.371019466690860e-004	7.245688e-003	-7.365815e-002
6.381019466690845e-004	6.798637e-003	-6.858590e-002
6.391019466690845e-004	6.324754e-003	-6.324457e-002
6.401019466690845e-004	5.825911e-003	-5.765653e-002
6.411019466690845e-004	5.304075e-003	-5.184500e-002
6.421019466690846e-004	4.761307e-003	-4.583406e-002
6.431019466690846e-004	4.199747e-003	-3.964844e-002
6.441019466690846e-004	3.621614e-003	-3.331351e-002
6.451019466690846e-004	3.029187e-003	-2.685506e-002
6.461019466690847e-004	2.424806e-003	-2.029928e-002
6.471019466690847e-004	1.810855e-003	-1.367257e-002
6.481019466690847e-004	1.189757e-003	-7.001469e-003
6.491019466690847e-004	5.639642e-004	-3.125439e-004
6.501019466690848e-004	-6.405454e-005	6.367738e-003
6.511019466690848e-004	-6.918205e-004	1.301310e-002
6.521019466690848e-004	-1.316856e-003	1.959757e-002
6.531019466690848e-004	-1.936695e-003	2.609556e-002
6.541019466690848e-004	-2.548890e-003	3.248198e-002
6.551019466690849e-004	-3.151026e-003	3.873232e-002
6.561019466690849e-004	-3.740727e-003	4.482274e-002
6.571019466690849e-004	-4.315664e-003	5.073014e-002
6.581019466690849e-004	-4.873569e-003	5.643224e-002
6.591019466690850e-004	-5.412241e-003	6.190768e-002
6.601019466690850e-004	-5.929553e-003	6.713603e-002
6.611019466690850e-004	-6.423464e-003	7.209790e-002
6.621019466690850e-004	-6.892025e-003	7.677499e-002
6.631019466690841e-004	-7.333385e-003	8.115012e-002
6.641019466690841e-004	-7.745804e-003	8.520728e-002
6.651019466690841e-004	-8.127654e-003	8.893172e-002
6.661019466690842e-004	-8.477428e-003	9.230991e-002
6.671019466690842e-004	-8.793745e-003	9.532963e-002
6.681019466690842e-004	-9.075358e-003	9.798001e-002
6.691019466690842e-004	-9.321154e-003	1.002515e-001
6.701019466690843e-004	-9.530164e-003	1.021360e-001
6.711019466690843e-004	-9.701563e-003	1.036266e-001
6.721019466690843e-004	-9.834673e-003	1.047181e-001
6.731019466690843e-004	-9.928972e-003	1.054066e-001
6.741019466690844e-004	-9.984084e-003	1.056895e-001
6.751019466690844e-004	-9.999795e-003	1.055658e-001
6.761019466690844e-004	-9.976041e-003	1.050358e-001
6.771019466690844e-004	-9.912916e-003	1.041015e-001
6.781019466690845e-004	-9.810668e-003	1.027661e-001
6.791019466690845e-004	-9.669703e-003	1.010343e-001
6.801019466690845e-004	-9.490577e-003	9.891224e-002
6.811019466690845e-004	-9.273994e-003	9.640746e-002
6.821019466690846e-004	-9.020812e-003	9.352890e-002
6.831019466690846e-004	-8.732028e-003	9.028686e-002
6.841019466690846e-004	-8.408784e-003	8.669300e-002
6.851019466690846e-004	-8.052354e-003	8.276032e-002
6.861019466690846e-004	-7.664145e-003	7.850306e-002
6.871019466690847e-004	-7.245688e-003	7.393674e-002
6.881019466690839e-004	-6.798637e-003	6.907810e-002
6.891019466690840e-004	-6.324754e-003	6.394502e-002
6.901019466690840e-004	-5.825911e-003	5.855652e-002
6.911019466690840e-004	-5.304075e-003	5.293266e-002
6.921019466690840e-004	-4.761307e-003	4.709451e-002
6.931019466690841e-004	-4.199747e-003	4.106407e-002
6.941019466690841e-004	-3.621614e-003	3.486421e-002
6.951019466690841e-004	-3.029187e-003	2.851857e-002
6.961019466690841e-004	-2.424806e-003	2.205152e-002
6.971019466690842e-004	-1.810855e-003	1.548803e-002
6.981019466690842e-004	-1.189757e-003	8.853626e-003
6.991019466690842e-004	-5.639642e-004	2.174248e-003
7.001019466690842e-004	6.405454e-005	-4.523811e-003
7.011019466690843e-004	6.918205e-004	-1.121403e-002
7.021019466690843e-004	1.316856e-003	-1.786974e-002
7.031019466690843e-004	1.936695e-003	-2.446429e-002
7.041019466690843e-004	2.548890e-003	-3.097107e-002
7.051019466690844e-004	3.151026e-003	-3.736372e-002
7.061019466690844e-004	3.740727e-003	-4.361618e-002
7.071019466690844e-004	4.315664e-003	-4.970282e-002
7.081019466690844e-004	4.873569e-003	-5.559856e-002
7.091019466690844e-004	5.412241e-003	-6.127902e-002
7.101019466690845e-004	5.929553e-003	-6.672058e-002
7.111019466690845e-004	6.423464e-003	-7.190049e-002
7.121019466690845e-004	6.892025e-003	-7.679705e-002
7.131019466690839e-004	7.333385e-003	-8.138965e-002
7.141019466690839e-004	7.745804e-003	-8.565889e-002
7.151019466690839e-004	8.127654e-003	-8.958666e-002
7.161019466690840e-004	8.477428e-003	-9.315629e-002
7.171019466690840e-004	8.793745e-003	-9.635258e-002
7.181019466690840e-004	9.075358e-003	-9.916186e-002
7.191019466690840e-004	9.321154e-003	-1.015721e-001
7.201019466690841e-004	9.530164e-003	-1.035731e-001
7.211019466690841e-004	9.701563e-003	-1.051561e-001
7.221019466690841e-004	9.834673e-003	-1.063145e-001
7.231019466690841e-004	9.928972e-003	-1.070432e-001
7.241019466690842e-004	9.984084e-003	-1.073393e-001
7.251019466690842e-004	9.999795e-003	-1.072013e-001
7.261019466690842e-004	9.976041e-003	-1.066300e-001
7.271019466690842e-004	9.912916e-003	-1.056280e-001
7.281019466690843e-004	9.810668e-003	-1.041995e-001
7.291019466690843e-004	9.669703e-003	-1.023508e-001
7.301019466690843e-004	9.490577e-003	-1.000898e-001
7.311019466690843e-004	9.273994e-003	-9.742638e-002
7.321019466690844e-004	9.020812e-003	-9.437194e-002
7.331019466690844e-004	8.732028e-003	-9.093961e-002
7.341019466690844e-004	8.408784e-003	-8.714405e-002
7.351019466690844e-004	8.052354e-003	-8.300145e-002
7.361019466690845e-004	7.664145e-003	-7.852940e-002
7.371019466690845e-004	7.245688e-003	-7.374685e-002
7.381019466690839e-004	6.798637e-003	-6.867395e-002
7.391019466690839e-004	6.324754e-003	-6.333199e-002
7.401019466690839e-004	5.825911e-003	-5.774331e-002
7.411019466690839e-004	5.304075e-003	-5.193114e-002
7.421019466690840e-004	4.761307e-003	-4.591955e-002
7.431019466690840e-004	4.199747e-003	-3.973329e-002
7.441019466690840e-004	3.621614e-003	-3.339772e-002
7.451019466690840e-004	3.029187e-003	-2.693863e-002
7.461019466690840e-004	2.424806e-003	-2.038221e-002
7.471019466690841e-004	1.810855e-003	-1.375487e-002
7.481019466690841e-004	1.189757e-003	-7.083141e-003
7.491019466690841e-004	5.639642e-004	-3.935900e-004
7.501019466690841e-004	-6.405454e-005	6.287312e-003
7.511019466690842e-004	-6.918205e-004	1.293329e-002
7.521019466690842e-004	-1.316856e-003	1.951837e-002
7.531019466690842e-004	-1.936695e-003	2.601696e-002
7.541019466690842e-004	-2.548890e-003	3.240397e-002
7.551019466690843e-004	-3.151026e-003	3.865490e-002
7.561019466690843e-004	-3.740727e-003	4.474589e-002
7.571019466690843e-004	-4.315664e-003	5.065386e-002
7.581019466690843e-004	-4.873569e-003	5.635653e-002
7.591019466690844e-004	-5.412241e-003	6.183251e-002
7.601019466690844e-004	-5.929553e-003	6.706140e-002
7.611019466690844e-004	-6.423464e-003	7.202381e-002
7.621019466690844e-004	-6.892025e-003	7.670143e-002
7.631019466690839e-004	-7.333385e-003	8.107705e-002
7.641019466690839e-004	-7.745804e-003	8.513472e-002
7.651019466690840e-004	-8.127654e-003	8.885965e-002
7.661019466690840e-004	-8.477428e-003	9.223831e-002
7.671019466690840e-004	-8.793745e-003	9.525850e-002
7.681019466690840e-004	-9.075358e-003	9.790933e-002
7.691019466690841e-004	-9.321154e-003	1.001813e-001
7.701019466690841e-004	-9.530164e-003	1.020662e-001
7.711019466690841e-004	-9.701563e-003	1.035572e-001
7.721019466690841e-004	-9.834673e-003	1.046492e-001
7.731019466690842e-004	-9.928972e-003	1.053380e-001
7.741019466690842e-004	-9.984084e-003	1.056213e-001
7.751019466690842e-004	-9.999795e-003	1.054979e-001
7.761019466690842e-004	-9.976041e-003	1.049684e-001
7.771019466690843e-004	-9.912916e-003	1.040344e-001
7.781019466690843e-004	-9.810668e-003	1.026993e-001
7.791019466690843e-004	-9.669703e-003	1.009678e-001
7.801019466690843e-004	-9.490577e-003	9.884610e-002
7.811019466690844e-004	-9.273994e-003	9.634162e-002
7.821019466690844e-004	-9.020812e-003	9.346337e-002
7.831019466690844e-004	-8.732028e-003	9.022163e-002
7.841019466690844e-004	-8.408784e-003	8.662806e-002
7.851019466690845e-004	-8.052354e-003	8.269565e-002
7.861019466690845e-004	-7.664145e-003	7.843865e-002
7.871019466690845e-004	-7.245688e-003	7.387260e-002
7.881019466690839e-004	-6.798637e-003	6.901421e-002
7.891019466690839e-004	-6.324754e-003	6.388138e-002
7.901019466690839e-004	-5.825911e-003	5.849313e-002
7.911019466690839e-004	-5.304075e-003	5.286951e-002
7.921019466690840e-004	-4.761307e-003	4.703160e-002
7.931019466690840e-004	-4.199747e-003	4.100139e-002
7.941019466690840e-004	-3.621614e-003	3.480176e-002
7.951019466690840e-004	-3.029187e-003	2.845635e-002
7.961019466690841e-004	-2.424806e-003	2.198952e-002
7.971019466690841e-004	-1.810855e-003	1.542626e-002
7.981019466690841e-004	-1.189757e-003	8.792072e-003
7.991019466690841e-004	-5.639642e-004	2.112916e-003
8.001019466690842e-004	6.405454e-005	-4.584922e-003
8.011019466690842e-004	6.918205e-004	-1.127492e-002
8.021019466690842e-004	1.316856e-003	-1.793041e-002
8.031019466690842e-004	1.936695e-003	-2.452473e-002
8.041019466690843e-004	2.548890e-003	-3.103129e-002
8.051019466690843e-004	3.151026e-003	-3.742371e-002
8.061019466690843e-004	3.740727e-003	-4.367594e-002
8.071019466690843e-004	4.315664e-003	-4.976234e-002
8.081019466690844e-004	4.873569e-003	-5.565785e-002
8.091019466690844e-004	5.412241e-003	-6.133807e-002
8.101019466690844e-004	5.929553e-003	-6.677938e-002
8.111019466690844e-004	6.423464e-003	-7.195904e-002
8.121019466690845e-004	6.892025e-003	-7.685535e-002
8.131019466690838e-004	7.333385e-003	-8.144769e-002
8.141019466690839e-004	7.745804e-003	-8.571666e-002
8.151019466690839e-004	8.127654e-003	-8.964417e-002
8.161019466690839e-004	8.477428e-003	-9.321353e-002
8.171019466690839e-004	8.793745e-003	-9.640953e-002
8.181019466690840e-004	9.075358e-003	-9.921853e-002
8.191019466690840e-004	9.321154e-003	-1.016285e-001
8.201019466690840e-004	9.530164e-003	-1.036292e-001
8.211019466690840e-004	9.701563e-003	-1.052119e-001
8.221019466690841e-004	9.834673e-003	-1.063700e-001
8.231019466690841e-004	9.928972e-003	-1.070984e-001
8.241019466690841e-004	9.984084e-003	-1.073941e-001
8.251019466690841e-004	9.999795e-003	-1.072558e-001
8.261019466690841e-004	9.976041e-003	-1.066843e-001
8.271019466690842e-004	9.912916e-003	-1.056819e-001
8.281019466690842e-004	9.810668e-003	-1.042530e-001
8.291019466690842e-004	9.669703e-003	-1.024040e-001
8.301019466690842e-004	9.490577e-003	-1.001427e-001
8.311019466690843e-004	9.273994e-003	-9.747890e-002
8.321019466690843e-004	9.020812e-003	-9.442411e-002
8.331019466690843e-004	8.732028e-003	-9.099142e-002
8.341019466690843e-004	8.408784e-003	-8.719550e-002
8.351019466690844e-004	8.052354e-003	-8.305255e-002
8.361019466690844e-004	7.664145e-003	-7.858014e-002
8.371019466690844e-004	7.245688e-003	-7.379722e-002
8.381019466690839e-004	6.798637e-003	-6.872395e-002
8.391019466690839e-004	6.324754e-003	-6.338163e-002
8.401019466690839e-004	5.825911e-003	-5.779257e-002
8.411019466690840e-004	5.304075e-003	-5.198004e-002
8.421019466690840e-004	4.761307e-003	-4.596808e-002
8.431019466690840e-004	4.199747e-003	-3.978146e-002
8.441019466690840e-004	3.621614e-003	-3.344551e-002
8.451019466690841e-004	3.029187e-003	-2.698606e-002
8.461019466690841e-004	2.424806e-003	-2.042928e-002
8.471019466690841e-004	1.810855e-003	-1.380157e-002
8.481019466690841e-004	1.189757e-003	-7.129483e-003
8.491019466690842e-004	5.639642e-004	-4.395740e-004
8.501019466690842e-004	-6.405454e-005	6.241684e-003
8.511019466690842e-004	-6.918205e-004	1.288801e-002
8.521019466690842e-004	-1.316856e-003	1.947344e-002
8.531019466690843e-004	-1.936695e-003	2.597237e-002
8.541019466690843e-004	-2.548890e-003	3.235973e-002
8.551019466690843e-004	-3.151026e-003	3.861099e-002
8.561019466690843e-004	-3.740727e-003	4.470232e-002
8.571019466690844e-004	-4.315664e-003	5.061061e-002
8.581019466690844e-004	-4.873569e-003	5.631360e-002
8.591019466690844e-004	-5.412241e-003	6.178990e-002
8.601019466690844e-004	-5.929553e-003	6.701910e-002
8.611019466690845e-004	-6.423464e-003	7.198181e-002
8.621019466690845e-004	-6.892025e-003	7.665972e-002
8.631019466690839e-004	-7.333385e-003	8.103565e-002
8.641019466690839e-004	-7.745804e-003	8.509360e-002
8.651019466690839e-004	-8.127654e-003	8.881880e-002
8.661019466690839e-004	-8.477428e-003	9.219773e-002
8.671019466690840e-004	-8.793745e-003	9.521819e-002
8.681019466690840e-004	-9.075358e-003	9.786928e-002
8.691019466690840e-004	-9.321154e-003	1.001415e-001
8.701019466690840e-004	-9.530164e-003	1.020266e-001
8.711019466690841e-004	-9.701563e-003	1.035179e-001
8.721019466690841e-004	-9.834673e-003	1.046101e-001
8.731019466690841e-004	-9.928972e-003	1.052991e-001
8.741019466690841e-004	-9.984084e-003	1.055826e-001
8.751019466690841e-004	-9.999795e-003	1.054595e-001
8.761019466690842e-004	-9.976041e-003	1.049301e-001
8.771019466690842e-004	-9.912916e-003	1.039964e-001
8.781019466690842e-004	-9.810668e-003	1.026615e-001
8.791019466690842e-004	-9.669703e-003	1.009302e-001
8.801019466690843e-004	-9.490577e-003	9.880865e-002
8.811019466690843e-004	-9.273994e-003	9.630436e-002
8.821019466690843e-004	-9.020812e-003	9.342627e-002
8.831019466690843e-004	-8.732028e-003	9.018470e-002
8.841019466690844e-004	-8.408784e-003	8.659130e-002
8.851019466690844e-004	-8.052354e-003	8.265904e-002
8.861019466690844e-004	-7.664145e-003	7.840220e-002
8.871019466690844e-004	-7.245688e-003	7.383630e-002
8.881019466690838e-004	-6.798637e-003	6.897806e-002
8.891019466690838e-004	-6.324754e-003	6.384537e-002
8.901019466690839e-004	-5.825911e-003	5.845726e-002
8.911019466690839e-004	-5.304075e-003	5.283378e-002
8.921019466690839e-004	-4.761307e-003	4.699600e-002
8.931019466690839e-004	-4.199747e-003	4.096593e-002
8.941019466690840e-004	-3.621614e-003	3.476643e-002
8.951019466690840e-004	-3.029187e-003	2.842115e-002
8.961019466690840e-004	-2.424806e-003	2.195445e-002
8.971019466690840e-004	-1.810855e-003	1.539132e-002
8.981019466690841e-004	-1.189757e-003	8.757258e-003
8.991019466690841e-004	-5.639642e-004	2.078228e-003
9.001019466690841e-004	6.405454e-005	-4.619482e-003
9.011019466690841e-004	6.918205e-004	-1.130935e-002
9.021019466690842e-004	1.316856e-003	-1.796472e-002
9.031019466690842e-004	1.936695e-003	-2.455891e-002
9.041019466690842e-004	2.548890e-003	-3.106534e-002
9.051019466690842e-004	3.151026e-003	-3.745763e-002
9.061019466690843e-004	3.740727e-003	-4.370972e-002
9.071019466690843e-004	4.315664e-003	-4.979599e-002
9.081019466690843e-004	4.873569e-003	-5.569137e-002
9.091019466690843e-004	5.412241e-003	-6.137145e-002
9.101019466690843e-004	5.929553e-003	-6.681261e-002
9.111019466690844e-004	6.423464e-003	-7.199214e-002
9.121019466690844e-004	6.892025e-003	-7.688830e-002
9.131019466690839e-004	7.333385e-003	-8.148049e-002
9.141019466690839e-004	7.745804e-003	-8.574931e-002
9.151019466690839e-004	8.127654e-003	-8.967667e-002
9.161019466690840e-004	8.477428e-003	-9.324587e-002
9.171019466690840e-004	8.793745e-003	-9.644172e-002
9.181019466690840e-004	9.075358e-003	-9.925055e-002
9.191019466690840e-004	9.321154e-003	-1.016604e-001
9.201019466690840e-004	9.530164e-003	-1.036609e-001
9.211019466690841e-004	9.701563e-003	-1.052434e-001
9.221019466690841e-004	9.834673e-003	-1.064013e-001
9.231019466690841e-004	9.928972e-003	-1.071296e-001
9.241019466690841e-004	9.984084e-003	-1.074251e-001
9.251019466690842e-004	9.999795e-003	-1.072866e-001
9.261019466690842e-004	9.976041e-003	-1.067149e-001
9.271019466690842e-004	9.912916e-003	-1.057123e-001
9.281019466690842e-004	9.810668e-003	-1.042833e-001
9.291019466690843e-004	9.669703e-003	-1.024340e-001
9.301019466690843e-004	9.490577e-003	-1.001725e-001
9.311019466690843e-004	9.273994e-003	-9.750853e-002
9.321019466690843e-004	9.020812e-003	-9.445355e-002
9.331019466690844e-004	8.732028e-003	-9.102066e-002
9.341019466690844e-004	8.408784e-003	-8.722453e-002
9.351019466690844e-004	8.052354e-003	-8.308136e-002
9.361019466690844e-004	7.664145e-003	-7.860875e-002
9.371019466690845e-004	7.245688e-003	-7.382563e-002
9.381019466690838e-004	6.798637e-003	-6.875215e-002
9.391019466690839e-004	6.324754e-003	-6.340961e-002
9.401019466690839e-004	5.825911e-003	-5.782035e-002
9.411019466690839e-004	5.304075e-003	-5.200760e-002
9.421019466690839e-004	4.761307e-003	-4.599543e-002
9.431019466690840e-004	4.199747e-003	-3.980860e-002
9.441019466690840e-004	3.621614e-003	-3.347245e-002
9.451019466690840e-004	3.029187e-003	-2.701279e-002
9.461019466690840e-004	2.424806e-003	-2.045579e-002
9.471019466690841e-004	1.810855e-003	-1.382788e-002
9.481019466690841e-004	1.189757e-003	-7.155581e-003
9.491019466690841e-004	5.639642e-004	-4.654673e-004
9.501019466690841e-004	-6.405454e-005	6.215994e-003
9.511019466690842e-004	-6.918205e-004	1.286253e-002
9.521019466690842e-004	-1.316856e-003	1.944815e-002
9.531019466690842e-004	-1.936695e-003	2.594728e-002
9.541019466690842e-004	-2.548890e-003	3.233483e-002
9.551019466690842e-004	-3.151026e-003	3.858629e-002
9.561019466690843e-004	-3.740727e-003	4.467781e-002
9.571019466690843e-004	-4.315664e-003	5.058629e-002
9.581019466690843e-004	-4.873569e-003	5.628946e-002
9.591019466690843e-004	-5.412241e-003	6.176594e-002
9.601019466690844e-004	-5.929553e-003	6.699532e-002
9.611019466690844e-004	-6.423464e-003	7.195821e-002
9.621019466690844e-004	-6.892025e-003	7.663628e-002
9.631019466690838e-004	-7.333385e-003	8.101238e-002
9.641019466690838e-004	-7.745804e-003	8.507049e-002
9.651019466690838e-004	-8.127654e-003	8.879585e-002
9.661019466690839e-004	-8.477428e-003	9.217494e-002
9.671019466690839e-004	-8.793745e-003	9.519555e-002
9.681019466690839e-004	-9.075358e-003	9.784679e-002
9.691019466690839e-004	-9.321154e-003	1.001191e-001
9.701019466690840e-004	-9.530164e-003	1.020044e-001
9.711019466690840e-004	-9.701563e-003	1.034959e-001
9.721019466690840e-004	-9.834673e-003	1.045881e-001
9.731019466690840e-004	-9.928972e-003	1.052773e-001
9.741019466690841e-004	-9.984084e-003	1.055610e-001
9.751019466690841e-004	-9.999795e-003	1.054379e-001
9.761019466690841e-004	-9.976041e-003	1.049087e-001
9.771019466690840e-004	-9.912916e-003	1.039751e-001
9.781019466690839e-004	-9.810668e-003	1.026403e-001
9.791019466690839e-004	-9.669703e-003	1.009091e-001
9.801019466690838e-004	-9.490577e-003	9.878766e-002
9.811019466690837e-004	-9.273994e-003	9.628347e-002
9.821019466690836e-004	-9.020812e-003	9.340548e-002
