2.00E-07;-0.08
4.00E-07;-0.08
6.00E-07;-0.06
8.00E-07;-0.04
1.00E-06;-0.06
1.20E-06;-0.04
1.40E-06;-0.04
1.60E-06;-0.06
1.80E-06;-0.06
2.00E-06;-0.06
2.20E-06;-0.04
2.40E-06;0
2.60E-06;0
2.80E-06;-0.02
3.00E-06;0
3.20E-06;0
3.40E-06;0
3.60E-06;0.02
3.80E-06;0.02
4.00E-06;0.02
4.20E-06;0.04
4.40E-06;0
4.60E-06;0.02
4.80E-06;0.04
5.00E-06;0.02
5.20E-06;0.04
5.40E-06;0.04
5.60E-06;0.06
5.80E-06;0.06
6.00E-06;0.08
6.20E-06;0.08
6.40E-06;0.06
6.60E-06;0.08
6.80E-06;0.12
7.00E-06;0.12
7.20E-06;0.08
7.40E-06;0.12
7.60E-06;0.12
7.80E-06;0.14
8.00E-06;0.14
8.20E-06;0.14
8.40E-06;0.12
8.60E-06;0.14
8.80E-06;0.16
9.00E-06;0.16
9.20E-06;0.16
9.40E-06;0.16
9.60E-06;0.18
9.80E-06;0.18
1.00E-05;0.18
1.02E-05;0.16
1.04E-05;0.18
1.06E-05;0.22
1.08E-05;0.2
1.10E-05;0.18
1.12E-05;0.24
1.14E-05;0.22
1.16E-05;0.24
1.18E-05;0.24
1.20E-05;0.24
1.22E-05;0.24
1.24E-05;0.24
1.26E-05;0.22
1.28E-05;0.26
1.30E-05;0.26
1.32E-05;0.28
1.34E-05;0.3
1.36E-05;0.26
1.38E-05;0.28
1.40E-05;0.28
1.42E-05;0.32
1.44E-05;0.32
1.46E-05;0.3
1.48E-05;0.3
1.50E-05;0.3
1.52E-05;0.32
1.54E-05;0.36
1.56E-05;0.34
1.58E-05;0.34
1.60E-05;0.36
1.62E-05;0.34
1.64E-05;0.34
1.66E-05;0.36
1.68E-05;0.38
1.70E-05;0.36
1.72E-05;0.38
1.74E-05;0.36
1.76E-05;0.38
1.78E-05;0.38
1.80E-05;0.38
1.82E-05;0.38
1.84E-05;0.42
1.86E-05;0.42
1.88E-05;0.4
1.90E-05;0.4
1.92E-05;0.42
1.94E-05;0.42
1.96E-05;0.4
1.98E-05;0.42
2.00E-05;0.46
2.02E-05;0.42
2.04E-05;0.44
2.06E-05;0.42
2.08E-05;0.44
2.10E-05;0.46
2.12E-05;0.46
2.14E-05;0.44
2.16E-05;0.48
2.18E-05;0.46
2.20E-05;0.48
2.22E-05;0.46
2.24E-05;0.48
2.26E-05;0.48
2.28E-05;0.5
2.30E-05;0.52
2.32E-05;0.5
2.34E-05;0.5
2.36E-05;0.52
2.38E-05;0.52
2.40E-05;0.52
2.42E-05;0.52
2.44E-05;0.52
2.46E-05;0.52
2.48E-05;0.54
2.50E-05;0.54
2.52E-05;0.56
2.54E-05;0.52
2.56E-05;0.58
2.58E-05;0.54
2.60E-05;0.56
2.62E-05;0.58
2.64E-05;0.58
2.66E-05;0.56
2.68E-05;0.56
2.70E-05;0.58
2.72E-05;0.58
2.74E-05;0.58
2.76E-05;0.58
2.78E-05;0.6
2.80E-05;0.6
2.82E-05;0.62
2.84E-05;0.6
2.86E-05;0.6
2.88E-05;0.62
2.90E-05;0.62
2.92E-05;0.62
2.94E-05;0.62
2.96E-05;0.62
2.98E-05;0.62
3.00E-05;0.62
3.02E-05;0.66
3.04E-05;0.64
3.06E-05;0.64
3.08E-05;0.66
3.10E-05;0.64
3.12E-05;0.66
3.14E-05;0.66
3.16E-05;0.66
3.18E-05;0.66
3.20E-05;0.66
3.22E-05;0.66
3.24E-05;0.66
3.26E-05;0.66
3.28E-05;0.68
3.30E-05;0.7
3.32E-05;0.68
3.34E-05;0.68
3.36E-05;0.68
3.38E-05;0.7
3.40E-05;0.7
3.42E-05;0.68
3.44E-05;0.68
3.46E-05;0.68
3.48E-05;0.7
3.50E-05;0.7
3.52E-05;0.7
3.54E-05;0.7
3.56E-05;0.74
3.58E-05;0.72
3.60E-05;0.7
3.62E-05;0.72
3.64E-05;0.74
3.66E-05;0.74
3.68E-05;0.76
3.70E-05;0.74
3.72E-05;0.72
3.74E-05;0.74
3.76E-05;0.74
3.78E-05;0.74
3.80E-05;0.74
3.82E-05;0.74
3.84E-05;0.76
3.86E-05;0.76
3.88E-05;0.76
3.90E-05;0.74
3.92E-05;0.74
3.94E-05;0.76
3.96E-05;0.78
3.98E-05;0.74
4.00E-05;0.76
4.02E-05;0.76
4.04E-05;0.76
4.06E-05;0.78
4.08E-05;0.76
4.10E-05;0.78
4.12E-05;0.8
4.14E-05;0.8
4.16E-05;0.76
4.18E-05;0.76
4.20E-05;0.78
4.22E-05;0.8
4.24E-05;0.8
4.26E-05;0.78
4.28E-05;0.78
4.30E-05;0.8
4.32E-05;0.78
4.34E-05;0.8
4.36E-05;0.78
4.38E-05;0.78
4.40E-05;0.8
4.42E-05;0.84
4.44E-05;0.8
4.46E-05;0.8
4.48E-05;0.8
4.50E-05;0.8
4.52E-05;0.8
4.54E-05;0.8
4.56E-05;0.8
4.58E-05;0.82
4.60E-05;0.78
4.62E-05;0.82
4.64E-05;0.82
4.66E-05;0.82
4.68E-05;0.82
4.70E-05;0.8
4.72E-05;0.84
4.74E-05;0.82
4.76E-05;0.84
4.78E-05;0.84
4.80E-05;0.84
4.82E-05;0.84
4.84E-05;0.8
4.86E-05;0.8
4.88E-05;0.82
4.90E-05;0.84
4.92E-05;0.82
4.94E-05;0.8
4.96E-05;0.82
4.98E-05;0.8
5.00E-05;0.8
5.02E-05;0.84
5.04E-05;0.82
5.06E-05;0.82
5.08E-05;0.86
5.10E-05;0.82
5.12E-05;0.84
5.14E-05;0.84
5.16E-05;0.86
5.18E-05;0.86
5.20E-05;0.84
5.22E-05;0.84
5.24E-05;0.84
5.26E-05;0.84
5.28E-05;0.84
5.30E-05;0.88
5.32E-05;0.84
5.34E-05;0.88
5.36E-05;0.82
5.38E-05;0.84
5.40E-05;0.88
5.42E-05;0.84
5.44E-05;0.86
5.46E-05;0.84
5.48E-05;0.84
5.50E-05;0.86
5.52E-05;0.86
5.54E-05;0.88
5.56E-05;0.82
5.58E-05;0.86
5.60E-05;0.86
5.62E-05;0.86
5.64E-05;0.86
5.66E-05;0.84
5.68E-05;0.86
5.70E-05;0.82
5.72E-05;0.86
5.74E-05;0.86
5.76E-05;0.82
5.78E-05;0.84
5.80E-05;0.88
5.82E-05;0.86
5.84E-05;0.84
5.86E-05;0.88
5.88E-05;0.84
5.90E-05;0.84
5.92E-05;0.86
5.94E-05;0.82
5.96E-05;0.84
5.98E-05;0.84
6.00E-05;0.84
6.02E-05;0.84
6.04E-05;0.84
6.06E-05;0.84
6.08E-05;0.84
6.10E-05;0.84
6.12E-05;0.88
6.14E-05;0.84
6.16E-05;0.84
6.18E-05;0.86
6.20E-05;0.86
6.22E-05;0.84
6.24E-05;0.84
6.26E-05;0.86
6.28E-05;0.86
6.30E-05;0.86
6.32E-05;0.88
6.34E-05;0.82
6.36E-05;0.84
6.38E-05;0.88
6.40E-05;0.84
6.42E-05;0.82
6.44E-05;0.84
6.46E-05;0.86
6.48E-05;0.86
6.50E-05;0.86
6.52E-05;0.8
6.54E-05;0.82
6.56E-05;0.82
6.58E-05;0.82
6.60E-05;0.82
6.62E-05;0.84
6.64E-05;0.86
6.66E-05;0.8
6.68E-05;0.84
6.70E-05;0.82
6.72E-05;0.84
6.74E-05;0.82
6.76E-05;0.8
6.78E-05;0.82
6.80E-05;0.84
6.82E-05;0.82
6.84E-05;0.8
6.86E-05;0.82
6.88E-05;0.82
6.90E-05;0.84
6.92E-05;0.82
6.94E-05;0.82
6.96E-05;0.8
6.98E-05;0.84
7.00E-05;0.8
7.02E-05;0.8
7.04E-05;0.82
7.06E-05;0.82
7.08E-05;0.78
7.10E-05;0.8
7.12E-05;0.8
7.14E-05;0.78
7.16E-05;0.8
7.18E-05;0.82
7.20E-05;0.84
7.22E-05;0.82
7.24E-05;0.8
7.26E-05;0.82
7.28E-05;0.76
7.30E-05;0.78
7.32E-05;0.78
7.34E-05;0.76
7.36E-05;0.78
7.38E-05;0.78
7.40E-05;0.78
7.42E-05;0.78
7.44E-05;0.76
7.46E-05;0.78
7.48E-05;0.78
7.50E-05;0.78
7.52E-05;0.78
7.54E-05;0.74
7.56E-05;0.78
7.58E-05;0.74
7.60E-05;0.76
7.62E-05;0.78
7.64E-05;0.78
7.66E-05;0.78
7.68E-05;0.74
7.70E-05;0.72
7.72E-05;0.76
7.74E-05;0.74
7.76E-05;0.74
7.78E-05;0.74
7.80E-05;0.72
7.82E-05;0.72
7.84E-05;0.72
7.86E-05;0.72
7.88E-05;0.74
7.90E-05;0.74
7.92E-05;0.72
7.94E-05;0.74
7.96E-05;0.68
7.98E-05;0.72
8.00E-05;0.72
8.02E-05;0.72
8.04E-05;0.7
8.06E-05;0.7
8.08E-05;0.7
8.10E-05;0.68
8.12E-05;0.7
8.14E-05;0.7
8.16E-05;0.68
8.18E-05;0.68
8.20E-05;0.68
8.22E-05;0.68
8.24E-05;0.68
8.26E-05;0.68
8.28E-05;0.66
8.30E-05;0.68
8.32E-05;0.64
8.34E-05;0.66
8.36E-05;0.64
8.38E-05;0.66
8.40E-05;0.66
8.42E-05;0.66
8.44E-05;0.66
8.46E-05;0.64
8.48E-05;0.64
8.50E-05;0.62
8.52E-05;0.62
8.54E-05;0.64
8.56E-05;0.62
8.58E-05;0.6
8.60E-05;0.6
8.62E-05;0.58
8.64E-05;0.62
8.66E-05;0.62
8.68E-05;0.6
8.70E-05;0.58
8.72E-05;0.58
8.74E-05;0.6
8.76E-05;0.58
8.78E-05;0.58
8.80E-05;0.58
8.82E-05;0.56
8.84E-05;0.56
8.86E-05;0.58
8.88E-05;0.56
8.90E-05;0.54
8.92E-05;0.58
8.94E-05;0.56
8.96E-05;0.56
8.98E-05;0.52
9.00E-05;0.52
9.02E-05;0.52
9.04E-05;0.52
9.06E-05;0.52
9.08E-05;0.54
9.10E-05;0.52
9.12E-05;0.5
9.14E-05;0.52
9.16E-05;0.5
9.18E-05;0.52
9.20E-05;0.5
9.22E-05;0.48
9.24E-05;0.5
9.26E-05;0.5
9.28E-05;0.5
9.30E-05;0.48
9.32E-05;0.48
9.34E-05;0.46
9.36E-05;0.44
9.38E-05;0.5
9.40E-05;0.44
9.42E-05;0.46
9.44E-05;0.44
9.46E-05;0.46
9.48E-05;0.42
9.50E-05;0.42
9.52E-05;0.4
9.54E-05;0.42
9.56E-05;0.42
9.58E-05;0.4
9.60E-05;0.4
9.62E-05;0.4
9.64E-05;0.42
9.66E-05;0.38
9.68E-05;0.36
9.70E-05;0.36
9.72E-05;0.36
9.74E-05;0.36
9.76E-05;0.34
9.78E-05;0.38
9.80E-05;0.36
9.82E-05;0.32
9.84E-05;0.34
9.86E-05;0.34
9.88E-05;0.34
9.90E-05;0.36
9.92E-05;0.3
9.94E-05;0.32
9.96E-05;0.32
