Freq.	V(n004)
1.00000000000000e+001,-3.80721664382000e+001dB,-1.43536664224377e+002
1.04712854805090e+001,-3.79386645976027e+001dB,-1.44805719654265e+002
1.09647819614319e+001,-3.78132265246126e+001dB,-1.46053596203467e+002
1.14815362149688e+001,-3.76955799876727e+001dB,-1.47278472134989e+002
1.20226443461741e+001,-3.75854350248782e+001dB,-1.48478712450669e+002
1.25892541179417e+001,-3.74824875938740e+001dB,-1.49652874110265e+002
1.31825673855641e+001,-3.73864231523723e+001dB,-1.50799707897545e+002
1.38038426460289e+001,-3.72969200962363e+001dB,-1.51918157206027e+002
1.44543977074593e+001,-3.72136529946339e+001dB,-1.53007354080534e+002
1.51356124843621e+001,-3.71362955750899e+001dB,-1.54066612892553e+002
1.58489319246111e+001,-3.70645234245639e+001dB,-1.55095422048696e+002
1.65958690743756e+001,-3.69980163853228e+001dB,-1.56093434134504e+002
1.73780082874938e+001,-3.69364606358557e+001dB,-1.57060454883440e+002
1.81970085860999e+001,-3.68795504570593e+001dB,-1.57996431336325e+002
1.90546071796325e+001,-3.68269896922452e+001dB,-1.58901439523144e+002
1.99526231496888e+001,-3.67784929161018e+001dB,-1.59775671960076e+002
2.08929613085404e+001,-3.67337863326501e+001dB,-1.60619425212689e+002
2.18776162394956e+001,-3.66926084256071e+001dB,-1.61433087733723e+002
2.29086765276778e+001,-3.66547103865526e+001dB,-1.62217128142688e+002
2.39883291901949e+001,-3.66198563471335e+001dB,-1.62972084075934e+002
2.51188643150958e+001,-3.65878234414182e+001dB,-1.63698551700876e+002
2.63026799189539e+001,-3.65584017236570e+001dB,-1.64397175957195e+002
2.75422870333817e+001,-3.65313939653051e+001dB,-1.65068641561280e+002
2.88403150312661e+001,-3.65066153533752e+001dB,-1.65713664788024e+002
3.01995172040202e+001,-3.64838931101898e+001dB,-1.66332986025944e+002
3.16227766016838e+001,-3.64630660524673e+001dB,-1.66927363087321e+002
3.31131121482592e+001,-3.64439841055495e+001dB,-1.67497565244166e+002
3.46736850452532e+001,-3.64265077864839e+001dB,-1.68044367952843e+002
3.63078054770102e+001,-3.64105076676980e+001dB,-1.68568548224807e+002
3.80189396320562e+001,-3.63958638311637e+001dB,-1.69070880597576e+002
3.98107170553498e+001,-3.63824653212710e+001dB,-1.69552133658480e+002
4.16869383470336e+001,-3.63702096031189e+001dB,-1.70013067073495e+002
4.36515832240167e+001,-3.63590020316025e+001dB,-1.70454429074290e+002
4.57088189614876e+001,-3.63487553354993e+001dB,-1.70876954358241e+002
4.78630092322639e+001,-3.63393891197560e+001dB,-1.71281362358326e+002
5.01187233627273e+001,-3.63308293883132e+001dB,-1.71668355842390e+002
5.24807460249774e+001,-3.63230080890768e+001dB,-1.72038619804045e+002
5.49540873857626e+001,-3.63158626820442e+001dB,-1.72392820610385e+002
5.75439937337158e+001,-3.63093357310896e+001dB,-1.72731605374593e+002
6.02559586074359e+001,-3.63033745195100e+001dB,-1.73055601524436e+002
6.30957344480195e+001,-3.62979306891113e+001dB,-1.73365416540345e+002
6.60693448007598e+001,-3.62929599023561e+001dB,-1.73661637839493e+002
6.91830970918938e+001,-3.62884215269014e+001dB,-1.73944832784694e+002
7.24435960074992e+001,-3.62842783417130e+001dB,-1.74215548799298e+002
7.58577575029186e+001,-3.62804962638323e+001dB,-1.74474313571343e+002
7.94328234724284e+001,-3.62770440948100e+001dB,-1.74721635332217e+002
8.31763771102674e+001,-3.62738932857733e+001dB,-1.74958003196804e+002
8.70963589956084e+001,-3.62710177200798e+001dB,-1.75183887553739e+002
9.12010839355913e+001,-3.62683935125082e+001dB,-1.75399740495806e+002
9.54992586021439e+001,-3.62659988239482e+001dB,-1.75605996281819e+002
1.00000000000000e+002,-3.62638136905815e+001dB,-1.75803071822494e+002
1.04712854805090e+002,-3.62618198665699e+001dB,-1.75991367183821e+002
1.09647819614319e+002,-3.62600006793165e+001dB,-1.76171266102388e+002
1.14815362149689e+002,-3.62583408963986e+001dB,-1.76343136507881e+002
1.20226443461742e+002,-3.62568266033189e+001dB,-1.76507331048731e+002
1.25892541179417e+002,-3.62554450912729e+001dB,-1.76664187617466e+002
1.31825673855641e+002,-3.62541847541711e+001dB,-1.76814029872898e+002
1.38038426460289e+002,-3.62530349942046e+001dB,-1.76957167756743e+002
1.44543977074593e+002,-3.62519861352884e+001dB,-1.77093898002691e+002
1.51356124843621e+002,-3.62510293437608e+001dB,-1.77224504636302e+002
1.58489319246112e+002,-3.62501565557593e+001dB,-1.77349259464412e+002
1.65958690743757e+002,-3.62493604107375e+001dB,-1.77468422553026e+002
1.73780082874938e+002,-3.62486341906210e+001dB,-1.77582242692877e+002
1.81970085860999e+002,-3.62479717641448e+001dB,-1.77690957852057e+002
1.90546071796326e+002,-3.62473675359423e+001dB,-1.77794795615286e+002
1.99526231496889e+002,-3.62468163999934e+001dB,-1.77893973609529e+002
2.08929613085405e+002,-3.62463136970679e+001dB,-1.77988699915798e+002
2.18776162394956e+002,-3.62458551758299e+001dB,-1.78079173467090e+002
2.29086765276778e+002,-3.62454369572935e+001dB,-1.78165584432487e+002
2.39883291901950e+002,-3.62450555023508e+001dB,-1.78248114587512e+002
2.51188643150959e+002,-3.62447075821044e+001dB,-1.78326937670933e+002
2.63026799189540e+002,-3.62443902507739e+001dB,-1.78402219728197e+002
2.75422870333818e+002,-3.62441008209505e+001dB,-1.78474119441776e+002
2.88403150312662e+002,-3.62438368410018e+001dB,-1.78542788448705e+002
3.01995172040203e+002,-3.62435960744418e+001dB,-1.78608371645614e+002
3.16227766016840e+002,-3.62433764810953e+001dB,-1.78671007481613e+002
3.31131121482593e+002,-3.62431761999055e+001dB,-1.78730828239346e+002
3.46736850452534e+002,-3.62429935332394e+001dB,-1.78787960304598e+002
3.63078054770104e+002,-3.62428269325633e+001dB,-1.78842524424803e+002
3.80189396320564e+002,-3.62426749853709e+001dB,-1.78894635956826e+002
3.98107170553500e+002,-3.62425364032512e+001dB,-1.78944405104381e+002
4.16869383470338e+002,-3.62424100110019e+001dB,-1.78991937145464e+002
4.36515832240169e+002,-3.62422947366948e+001dB,-1.79037332650138e+002
4.57088189614878e+002,-3.62421896026109e+001dB,-1.79080687689057e+002
4.78630092322641e+002,-3.62420937169691e+001dB,-1.79122094033054e+002
5.01187233627276e+002,-3.62420062663797e+001dB,-1.79161639344158e+002
5.24807460249776e+002,-3.62419265089600e+001dB,-1.79199407358357e+002
5.49540873857628e+002,-3.62418537680526e+001dB,-1.79235478060444e+002
5.75439937337161e+002,-3.62417874264956e+001dB,-1.79269927851271e+002
6.02559586074362e+002,-3.62417269213940e+001dB,-1.79302829707699e+002
6.30957344480198e+002,-3.62416717393517e+001dB,-1.79334253335568e+002
6.60693448007601e+002,-3.62416214121206e+001dB,-1.79364265315957e+002
6.91830970918941e+002,-3.62415755126333e+001dB,-1.79392929245022e+002
7.24435960074995e+002,-3.62415336513814e+001dB,-1.79420305867686e+002
7.58577575029189e+002,-3.62414954731157e+001dB,-1.79446453205432e+002
7.94328234724287e+002,-3.62414606538325e+001dB,-1.79471426678458e+002
8.31763771102677e+002,-3.62414288980265e+001dB,-1.79495279222432e+002
8.70963589956087e+002,-3.62413999361868e+001dB,-1.79518061400080e+002
9.12010839355917e+002,-3.62413735225084e+001dB,-1.79539821507829e+002
9.54992586021443e+002,-3.62413494328093e+001dB,-1.79560605677723e+002
1.00000000000001e+003,-3.62413274626284e+001dB,-1.79580457974816e+002
1.04712854805091e+003,-3.62413074254907e+001dB,-1.79599420490238e+002
1.09647819614319e+003,-3.62412891513259e+001dB,-1.79617533430130e+002
1.14815362149689e+003,-3.62412724850254e+001dB,-1.79634835200617e+002
1.20226443461742e+003,-3.62412572851260e+001dB,-1.79651362489014e+002
1.25892541179418e+003,-3.62412434226100e+001dB,-1.79667150341413e+002
1.31825673855642e+003,-3.62412307798101e+001dB,-1.79682232236815e+002
1.38038426460290e+003,-3.62412192494118e+001dB,-1.79696640157974e+002
1.44543977074594e+003,-3.62412087335413e+001dB,-1.79710404659083e+002
1.51356124843622e+003,-3.62411991429362e+001dB,-1.79723554930449e+002
1.58489319246113e+003,-3.62411903961874e+001dB,-1.79736118860296e+002
1.65958690743757e+003,-3.62411824190480e+001dB,-1.79748123093818e+002
1.73780082874939e+003,-3.62411751438040e+001dB,-1.79759593089610e+002
1.81970085861000e+003,-3.62411685086994e+001dB,-1.79770553173593e+002
1.90546071796326e+003,-3.62411624574106e+001dB,-1.79781026590545e+002
1.99526231496890e+003,-3.62411569385711e+001dB,-1.79791035553347e+002
2.08929613085406e+003,-3.62411519053328e+001dB,-1.79800601290055e+002
2.18776162394957e+003,-3.62411473149702e+001dB,-1.79809744088876e+002
2.29086765276779e+003,-3.62411431285166e+001dB,-1.79818483341169e+002
2.39883291901951e+003,-3.62411393104344e+001dB,-1.79826837582542e+002
2.51188643150960e+003,-3.62411358283125e+001dB,-1.79834824532138e+002
2.63026799189541e+003,-3.62411326525921e+001dB,-1.79842461130196e+002
2.75422870333819e+003,-3.62411297563149e+001dB,-1.79849763573961e+002
2.88403150312663e+003,-3.62411271148947e+001dB,-1.79856747352022e+002
3.01995172040204e+003,-3.62411247059090e+001dB,-1.79863427277147e+002
3.16227766016841e+003,-3.62411225089081e+001dB,-1.79869817517690e+002
3.31131121482594e+003,-3.62411205052419e+001dB,-1.79875931627632e+002
3.46736850452535e+003,-3.62411186779018e+001dB,-1.79881782575315e+002
3.63078054770105e+003,-3.62411170113751e+001dB,-1.79887382770946e+002
3.80189396320565e+003,-3.62411154915151e+001dB,-1.79892744092911e+002
3.98107170553501e+003,-3.62411141054198e+001dB,-1.79897877912958e+002
4.16869383470339e+003,-3.62411128413226e+001dB,-1.79902795120321e+002
4.36515832240170e+003,-3.62411116884929e+001dB,-1.79907506144802e+002
4.57088189614880e+003,-3.62411106371440e+001dB,-1.79912020978896e+002
4.78630092322643e+003,-3.62411096783511e+001dB,-1.79916349198982e+002
5.01187233627277e+003,-3.62411088039753e+001dB,-1.79920499985627e+002
5.24807460249778e+003,-3.62411080065936e+001dB,-1.79924482143062e+002
5.49540873857630e+003,-3.62411072794375e+001dB,-1.79928304117850e+002
5.75439937337163e+003,-3.62411066163340e+001dB,-1.79931974016801e+002
6.02559586074364e+003,-3.62411060116540e+001dB,-1.79935499624170e+002
6.30957344480200e+003,-3.62411054602644e+001dB,-1.79938888418155e+002
6.60693448007603e+003,-3.62411049574846e+001dB,-1.79942147586773e+002
6.91830970918944e+003,-3.62411044990461e+001dB,-1.79945284043094e+002
7.24435960074998e+003,-3.62411040810576e+001dB,-1.79948304439905e+002
7.58577575029192e+003,-3.62411036999705e+001dB,-1.79951215183828e+002
